"id","text","start_word","end_word","document_id","location_id","page_id","sentence_id"
183,"Old Town","w81489","w81493",1,90,1,183
184,"Edinburgh","w81501","w81501",1,91,1,184
227,"Old Town","w92542","w92546",1,90,1,227
386,"Musselburgh","w149145","w149145",1,184,1,386
388,"Holyrood","w149446","w149446",1,185,1,388
389,"Auld Reekie","w150194","w150199",1,186,1,389
390,"Prince's Street","w150270","w150279",1,187,1,390
391,"Old Town","w150521","w150525",1,90,1,391
392,"Calton Hill","w151118","w151125",1,188,1,392
393,"Edinburgh","w151224","w151224",1,91,1,393
395,"Prince's Street","w151292","w151301",1,187,1,395
396,"Firth of Forth","w151342","w151351",1,189,1,396
398,"Edinburgh","w151462","w151462",1,91,1,398
399,"Edinburgh","w152041","w152041",1,91,1,399
400,"St. Giles's","w152584","w152593",1,191,1,400
401,"Calton Hill","w152929","w152936",1,188,1,401
403,"Nelson Monument","w153163","w153170",1,193,1,403
404,"Prince's Street Gardens","w153548","w153564",1,194,1,404
405,"Old Town","w153880","w153884",1,90,1,405
406,"Edinburgh","w154949","w154949",1,91,1,406
412,"Edinburgh","w166909","w166909",1,91,1,412
414,"Edinburgh","w169150","w169150",1,91,1,414
418,"Edinburgh","w170186","w170186",1,91,1,418
419,"St. Giles","w171506","w171510",1,202,1,419
421,"Edinburgh","w172608","w172608",1,91,1,421
422,"Edinburgh","w172905","w172905",1,91,1,422
423,"Prince's Street","w173150","w173159",1,187,1,423
424,"Old Town","w173271","w173275",1,90,1,424
425,"Scott Monument","w173371","w173377",1,204,1,425
426,"High Street","w173488","w173493",1,205,1,426
427,"Canongate","w173831","w173831",1,206,1,427
428,"Holyrood Palace","w174241","w174250",1,207,1,428
429,"Canongate","w174420","w174420",1,206,1,429
430,"Salisbury Crags","w174449","w174459",1,208,1,430
432,"Edinburgh","w176384","w176384",1,91,1,432
433,"New Town","w176525","w176529",1,210,1,433
434,"Firth of Forth","w176721","w176730",1,189,1,434
435,"Granton","w176745","w176745",1,211,1,435
436,"Leith","w176783","w176783",1,212,1,436
438,"Old Town","w176904","w176908",1,90,1,438
439,"Grassmarket","w177149","w177149",1,214,1,439
440,"West Port","w177173","w177178",1,215,1,440
441,"Bruntsfield Links","w177311","w177323",1,216,1,441
442,"Morningside","w177333","w177333",1,217,1,442
444,"Mons Meg","w177552","w177557",1,219,1,444
455,"Castle Street","w181002","w181009",1,223,1,455
459,"Edinburgh","w188910","w188910",1,91,1,459
461,"Grassmarket","w189498","w189498",1,214,1,461
462,"Prince's Street","w190519","w190528",1,187,1,462
463,"Edinburgh","w190642","w190642",1,91,1,463
464,"Edinburgh","w190736","w190736",1,91,1,464
465,"Scott Monument","w190916","w190922",1,204,1,465
466,"North Bridge","w191125","w191131",1,227,1,466
467,"Prince's Street","w191142","w191151",1,187,1,467
468,"Edinburgh","w191370","w191370",1,91,1,468
469,"Edinburgh","w191549","w191549",1,91,1,469
471,"Edinburgh","w191754","w191754",1,91,1,471
472,"Prince's Gardens","w191925","w191934",1,228,1,472
473,"Waverley Station","w191959","w191968",1,229,1,473
475,"Prince's Street","w192126","w192135",1,187,1,475
476,"Edinburgh","w192240","w192240",1,91,1,476
477,"Old Town","w192374","w192378",1,90,1,477
478,"Waverley Station","w192546","w192555",1,229,1,478
491,"Edinburgh","w195286","w195286",1,91,1,491
506,"Edinburgh","w200688","w200688",1,91,1,506
508,"Holyrood","w201863","w201863",1,185,1,508
509,"Old Town","w201910","w201914",1,90,1,509
510,"Edinburgh","w201949","w201949",1,91,1,510
511,"Grassmarket","w202407","w202407",1,214,1,511
512,"Edinburgh","w202640","w202640",1,91,1,512
515,"Edinburgh","w205327","w205327",1,91,1,515
516,"Greyfriars Church","w205558","w205569",1,239,1,516
517,"Edinburgh","w205722","w205722",1,91,1,517
518,"High Street","w205897","w205902",1,205,1,518
525,"Duddingstone","w208857","w208857",1,243,1,525
529,"Duddingstone","w209282","w209282",1,243,1,529
531,"Edinburgh","w210513","w210513",1,91,1,531
532,"Leith","w210660","w210660",1,212,1,532
533,"Forth","w210685","w210685",1,247,1,533
536,"Morningside","w211186","w211186",1,217,1,536
538,"Harmony House","w211712","w211720",1,251,1,538
540,"Edinburgh","w212228","w212228",1,91,1,540
541,"Water of Leith","w212508","w212517",1,253,1,541
542,"Dean Cemetery","w212565","w212570",1,254,1,542
545,"High Street","w213051","w213056",1,205,1,545
547,"Canongate","w213747","w213747",1,206,1,547
548,"Heart of Midlothian","w213766","w213775",1,255,1,548
549,"Holyrood","w213791","w213791",1,185,1,549
550,"Calton Hill","w214385","w214392",1,188,1,550
551,"Auld Reekie","w214470","w214475",1,186,1,551
552,"Edinburgh","w214692","w214692",1,91,1,552
554,"Corstorphine","w214838","w214838",1,257,1,554
555,"Linlithgow","w214939","w214939",1,258,1,555
561,"Edinburgh","w216288","w216288",1,91,1,561
567,"Forth","w217818","w217818",1,247,1,567
575,"Edinburgh","w222428","w222428",1,91,1,575
577,"Forth","w224700","w224700",1,247,1,577
583,"Holyrood","w225843","w225843",1,185,1,583
595,"Edinburgh","w229424","w229424",1,91,1,595
596,"Edinburgh","w229790","w229790",1,91,1,596
699,"High Street","w265603","w265608",1,205,1,699
726,"Edinburgh","w273601","w273601",1,91,1,726
1000,"Edinburgh","w390044","w390044",1,91,1,1000
1045,"Argyle Place","w405598","w405605",1,442,1,1045
1046,"Regent Street","w405612","w405619",1,443,1,1046
1073,"Assembly Rooms","w411948","w411957",1,450,1,1073
1220,"Buckstone","w456697","w456697",1,498,1,1220
1244,"St. Giles's","w484912","w484921",1,191,1,1244
1280,"Edinburgh","w1349","w1349",2,91,2,1280
1288,"Edinburgh","w16782","w16782",2,91,2,1288
1290,"Edinburgh","w28392","w28392",2,91,2,1290
1291,"Edinburgh","w29529","w29529",2,91,2,1291
1293,"Edinburgh","w30751","w30751",2,91,2,1293
1297,"Edinburgh","w33715","w33715",2,91,2,1297
1300,"Stockbridge","w36261","w36261",2,526,2,1300
1301,"Edinburgh","w36727","w36727",2,91,2,1301
1302,"Danube Street","w37746","w37753",2,527,2,1302
1303,"Edinburgh","w40770","w40770",2,91,2,1303
1304,"Princes Street","w40952","w40960",2,528,2,1304
1305,"Old Town","w41173","w41177",2,90,2,1305
1306,"Stockbridge","w42714","w42714",2,526,2,1306
1308,"Danube Street","w43692","w43699",2,527,2,1308
1309,"Danube Street","w44186","w44193",2,527,2,1309
1310,"Edinburgh","w46389","w46389",2,91,2,1310
1312,"Leith","w51588","w51588",2,212,2,1312
1319,"Danube Street","w65420","w65427",2,527,2,1319
1320,"Edinburgh","w65707","w65707",2,91,2,1320
1335,"Edinburgh","w80678","w80678",2,91,2,1335
1337,"Swanston","w83069","w83069",2,535,2,1337
1340,"Edinburgh","w89219","w89219",2,91,2,1340
1341,"Edinburgh","w89447","w89447",2,91,2,1341
1342,"Stockbridge","w89936","w89936",2,526,2,1342
1343,"Market Street","w90035","w90042",2,537,2,1343
1344,"Danube Street","w91131","w91138",2,527,2,1344
1345,"Heriot Row","w91342","w91349",2,538,2,1345
1348,"Moray Place","w93665","w93671",2,539,2,1348
1351,"Moray Place","w96436","w96442",2,539,2,1351
1353,"Moray Place","w97760","w97766",2,539,2,1353
1358,"Granton","w105695","w105695",2,211,2,1358
1362,"Moray Place","w107280","w107286",2,539,2,1362
1366,"Moray Place","w109760","w109766",2,539,2,1366
1368,"Broughton Place","w111120","w111130",2,540,2,1368
1369,"Danube Street","w114301","w114308",2,527,2,1369
1370,"Moray Place","w114562","w114568",2,539,2,1370
1371,"Moray Place","w116895","w116901",2,539,2,1371
1372,"Danube Street","w117031","w117038",2,527,2,1372
1373,"Moray Place","w117973","w117979",2,539,2,1373
1374,"Moray Place","w118052","w118058",2,539,2,1374
1377,"Danube Street","w123888","w123895",2,527,2,1377
1379,"Edinburgh","w123988","w123988",2,91,2,1379
1380,"Edinburgh","w124461","w124461",2,91,2,1380
1385,"Edinburgh","w127107","w127107",2,91,2,1385
1386,"Danube Street","w127397","w127404",2,527,2,1386
1387,"Danube Street","w133463","w133470",2,527,2,1387
1388,"Moray Place","w134453","w134459",2,539,2,1388
1389,"Danube Street","w134946","w134953",2,527,2,1389
1390,"Danube Street","w138756","w138763",2,527,2,1390
1401,"Cauldhame Farm","w164768","w164778",2,544,2,1401
1404,"Muirend","w171494","w171494",2,547,2,1404
1407,"Muirend","w184897","w184897",2,547,2,1407
1413,"Muirend","w203601","w203601",2,547,2,1413
1415,"Muirend","w210126","w210126",2,547,2,1415
1417,"Moray Place","w213488","w213494",2,539,2,1417
1428,"Moray Place","w241705","w241711",2,539,2,1428
1432,"Edinburgh","w3842","w3842",3,91,3,1432
1437,"Frederick Street","w20255","w20265",3,551,3,1437
1438,"Queen Street","w20300","w20306",3,552,3,1438
1439,"Heriot Row","w20318","w20325",3,538,3,1439
1440,"New Town","w20897","w20901",3,210,3,1440
1441,"Edinburgh","w22217","w22217",3,91,3,1441
1443,"Danube Street","w27220","w27227",3,527,3,1443
1444,"Stockbridge","w28092","w28092",3,526,3,1444
1446,"Frederick Street","w33590","w33600",3,551,3,1446
1451,"High Street","w38367","w38372",3,205,3,1451
1452,"Cowgate","w38383","w38383",3,555,3,1452
1453,"Prince's Street","w39525","w39534",3,556,3,1453
1454,"Old Town","w39892","w39896",3,90,3,1454
1455,"North Bridge","w40594","w40600",3,227,3,1455
1456,"High Street","w40727","w40732",3,205,3,1456
1468,"Old Town","w68166","w68170",3,90,3,1468
1469,"Old Town","w70041","w70045",3,90,3,1469
1470,"New Town","w70641","w70645",3,210,3,1470
1471,"Old Town","w72521","w72525",3,90,3,1471
1472,"Edinburgh","w72533","w72533",3,91,3,1472
1473,"North Bridge","w72985","w72991",3,227,3,1473
1474,"High Street","w73703","w73708",3,205,3,1474
1477,"Edinburgh","w82422","w82422",3,91,3,1477
1479,"Edinburgh","w86438","w86438",3,91,3,1479
1482,"High Street","w90776","w90781",3,205,3,1482
1483,"Cowgate","w90832","w90832",3,555,3,1483
1485,"High Street","w92045","w92050",3,205,3,1485
1486,"High Street","w92713","w92718",3,205,3,1486
1487,"Cowgate","w92741","w92741",3,555,3,1487
1489,"Canongate","w92777","w92777",3,564,3,1489
1493,"High Street","w110778","w110783",3,205,3,1493
1494,"Cowgate","w110794","w110794",3,555,3,1494
1495,"Old Town","w111204","w111208",3,90,3,1495
1496,"Holyrood","w112103","w112103",3,185,3,1496
1501,"Princes Street","w137144","w137152",3,567,3,1501
1502,"Old Town","w137499","w137503",3,90,3,1502
1503,"Princes Street","w139676","w139684",3,567,3,1503
1504,"Danube Street","w140999","w141006",3,527,3,1504
1505,"Princes Street","w142064","w142072",3,567,3,1505
1506,"High Street","w142123","w142128",3,205,3,1506
1509,"Edinburgh","w167256","w167256",3,91,3,1509
1510,"Edinburgh","w167275","w167275",3,91,3,1510
1522,"Niddry Mains","w3070","w3077",4,571,4,1522
1523,"Edinburgh","w3142","w3142",4,91,4,1523
1526,"Niddry Mains","w3789","w3796",4,571,4,1526
1529,"Niddry Mains","w5370","w5377",4,571,4,1529
1531,"Niddry Mains","w7955","w7962",4,571,4,1531
1532,"Edinburgh","w8601","w8601",4,91,4,1532
1534,"Edinburgh","w9791","w9791",4,91,4,1534
1536,"Edinburgh","w11128","w11128",4,91,4,1536
1538,"Auld Reekie","w12190","w12195",4,186,4,1538
1539,"Edinburgh","w12911","w12911",4,91,4,1539
1544,"Edinburgh","w13983","w13983",4,91,4,1544
1545,"Edinburgh","w14368","w14368",4,91,4,1545
1548,"Niddry Mains","w17317","w17324",4,571,4,1548
1549,"Niddry Mains","w17748","w17755",4,571,4,1549
1554,"Niddry Mains","w25342","w25349",4,571,4,1554
1555,"Edinburgh","w28198","w28198",4,91,4,1555
1559,"Royal Scottish Academy","w31818","w31833",4,584,4,1559
1560,"Princes Street","w31868","w31876",4,528,4,1560
1563,"Edinburgh","w33249","w33249",4,91,4,1563
1571,"Edina","w36431","w36431",4,587,4,1571
1574,"Edinburgh","w37922","w37922",4,91,4,1574
1579,"Firth of Forth","w39655","w39664",4,189,4,1579
1599,"Forth","w44494","w44494",4,247,4,1599
1606,"Forth","w46862","w46862",4,247,4,1606
1631,"Edinburgh","w62169","w62169",4,91,4,1631
1644,"Edinburgh","w69357","w69357",4,91,4,1644
1651,"Waverley Station","w71277","w71286",4,229,4,1651
1662,"Edinburgh","w82611","w82611",4,91,4,1662
1669,"Forth","w84803","w84803",4,247,4,1669
1671,"Edinburgh","w84821","w84821",4,91,4,1671
1712,"Edinburgh","w115311","w115311",4,91,4,1712
1716,"Edinburgh","w120988","w120988",4,91,4,1716
1721,"Edinburgh","w127172","w127172",4,91,4,1721
1723,"Edinburgh","w127748","w127748",4,91,4,1723
1724,"Granton","w130251","w130251",4,211,4,1724
1725,"Forth","w130361","w130361",4,247,4,1725
1727,"Edinburgh","w132792","w132792",4,91,4,1727
1736,"Edinburgh","w140387","w140387",4,91,4,1736
1765,"Edinburgh","w162324","w162324",4,91,4,1765
1767,"Auld Reekie","w162392","w162397",4,186,4,1767
1768,"Princes Street","w163013","w163021",4,528,4,1768
1769,"Edinburgh","w164120","w164120",4,91,4,1769
1770,"Edinburgh","w165185","w165185",4,91,4,1770
1772,"Auld Reekie","w165973","w165978",4,186,4,1772
1775,"Princes Street","w166186","w166194",4,528,4,1775
1792,"Edinburgh","w175282","w175282",4,91,4,1792
1819,"Edinburgh","w181845","w181845",4,91,4,1819
1820,"Edinburgh","w182719","w182719",4,91,4,1820
1825,"Auld Reekie","w186885","w186890",4,186,4,1825
1827,"Edinburgh","w189850","w189850",4,91,4,1827
1828,"Edina","w191072","w191072",4,587,4,1828
1831,"Edinburgh","w192201","w192201",4,91,4,1831
1857,"Auld Reekie","w210095","w210100",4,186,4,1857
1859,"Haymarket","w211283","w211283",4,686,4,1859
1864,"Edinburgh","w213749","w213749",4,91,4,1864
1865,"Edinburgh","w214967","w214967",4,91,4,1865
1891,"Edinburgh","w232033","w232033",4,91,4,1891
1892,"Leith Walk","w232590","w232596",4,691,4,1892
1893,"Edinburgh","w233176","w233176",4,91,4,1893
1898,"Edinburgh","w235447","w235447",4,91,4,1898
1902,"Edinburgh","w239983","w239983",4,91,4,1902
1907,"Edinburgh","w245196","w245196",4,91,4,1907
1913,"Edinburgh","w247783","w247783",4,91,4,1913
1916,"Edinburgh Academy","w251929","w251939",4,694,4,1916
1921,"Edinburgh","w252894","w252894",4,91,4,1921
1923,"Edinburgh","w253145","w253145",4,91,4,1923
1924,"Edinburgh","w253359","w253359",4,91,4,1924
1926,"Edinburgh","w254119","w254119",4,91,4,1926
1927,"Edinburgh","w255970","w255970",4,91,4,1927
1929,"Auld Reekie","w259781","w259786",4,186,4,1929
1930,"Edinburgh","w261063","w261063",4,91,4,1930
1940,"Edinburgh","w274642","w274642",4,91,4,1940
1949,"West End","w280035","w280040",4,700,4,1949
1989,"Princes Street","w306128","w306136",4,528,4,1989
1990,"Auld Reekie","w307070","w307075",4,186,4,1990
2000,"Embro","w314190","w314190",4,714,4,2000
2013,"Edinburgh","w323367","w323367",4,91,4,2013
2022,"Queen Street","w336626","w336632",4,552,4,2022
2023,"Auld Reekie","w336763","w336768",4,186,4,2023
2027,"Edinburgh","w340818","w340818",4,91,4,2027
2029,"Edinburgh","w341410","w341410",4,91,4,2029
2038,"Edinburgh","w344916","w344916",4,91,4,2038
2043,"Edinburgh","w346488","w346488",4,91,4,2043
2045,"Edinburgh","w347410","w347410",4,91,4,2045
2046,"Crichton","w348463","w348463",4,727,4,2046
2094,"Edinburgh","w377197","w377197",4,91,4,2094
2096,"Edinburgh","w378155","w378155",4,91,4,2096
2121,"Edinburgh","w386793","w386793",4,91,4,2121
2159,"Edinburgh","w401513","w401513",4,91,4,2159
2165,"Arthur's Seat","w406581","w406590",4,759,4,2165
2184,"Edinburgh","w417230","w417230",4,91,4,2184
2196,"Edinburgh","w427151","w427151",4,91,4,2196
2212,"Edinburgh","w433530","w433530",4,91,4,2212
2213,"Auld Reekie","w433586","w433591",4,186,4,2213
2218,"Dunedin","w440548","w440548",4,764,4,2218
2219,"Dunedin","w442142","w442142",4,764,4,2219
2220,"Dunedin","w443074","w443074",4,764,4,2220
2224,"Queen's Arms","w446086","w446094",4,765,4,2224
2230,"Dunedin","w450777","w450777",4,764,4,2230
2232,"Edinburgh","w456210","w456210",4,91,4,2232
2233,"Edinburgh","w458103","w458103",4,91,4,2233
2234,"Dunedin","w458806","w458806",4,764,4,2234
2246,"Dunedin","w478428","w478428",4,764,4,2246
2261,"Queen's Arms","w494013","w494021",4,765,4,2261
2262,"Dunedin","w494114","w494114",4,764,4,2262
2299,"Edinburgh","w539058","w539058",4,91,4,2299
2332,"Edinburgh","w545919","w545919",4,91,4,2332
2338,"Edinburgh","w548339","w548339",4,91,4,2338
2360,"Dunedin","w565076","w565076",4,764,4,2360
2361,"Edinburgh","w565668","w565668",4,91,4,2361
2365,"Edinburgh","w570884","w570884",4,91,4,2365
2631,"Haymarket","w176106","w176106",5,686,5,2631
2821,"Duke's Head","w260365","w260372",5,901,5,2821
2824,"High Street","w263126","w263131",5,205,5,2824
2826,"High Street","w266863","w266868",5,205,5,2826
2827,"High Street","w267061","w267066",5,205,5,2827
2865,"Edinburgh","w301048","w301048",5,91,5,2865
3099,"Edinburgh","w453710","w453710",5,91,5,3099
3101,"Edinburgh","w454103","w454103",5,91,5,3101
3102,"Edinburgh","w454568","w454568",5,91,5,3102
3103,"Holyrood Palace","w454661","w454670",5,207,5,3103
3104,"High Street","w454724","w454729",5,205,5,3104
3105,"Edinburgh Castle","w454903","w454913",5,948,5,3105
3106,"Cowgate","w455247","w455247",5,555,5,3106
3107,"Old Town","w455264","w455268",5,90,5,3107
3108,"Calton Hill","w455443","w455450",5,188,5,3108
3110,"Edinburgh","w455566","w455566",5,91,5,3110
3112,"Calton Hill","w455675","w455682",5,188,5,3112
3115,"New Town","w455931","w455935",5,210,5,3115
3116,"Edinburgh","w455945","w455945",5,91,5,3116
3117,"Old Town","w456186","w456190",5,90,5,3117
3119,"Old Town","w456401","w456405",5,90,5,3119
3120,"Old Town","w456837","w456841",5,90,5,3120
3121,"New Town","w456905","w456909",5,210,5,3121
3122,"Old Town","w458021","w458025",5,90,5,3122
3126,"Old Town","w458641","w458645",5,90,5,3126
3127,"High Street","w458863","w458868",5,205,5,3127
3128,"Cowgate","w458989","w458989",5,555,5,3128
3129,"Tolbooth","w459736","w459736",5,949,5,3129
3131,"High Street","w461853","w461858",5,205,5,3131
3132,"Cowgate","w461872","w461872",5,555,5,3132
3133,"High Street","w462357","w462362",5,205,5,3133
3134,"Edinburgh","w462945","w462945",5,91,5,3134
3136,"Edinburgh","w463232","w463232",5,91,5,3136
3138,"High Street","w463539","w463544",5,205,5,3138
3139,"Cowgate","w464303","w464303",5,555,5,3139
3140,"High Street","w464440","w464445",5,205,5,3140
3141,"High Street","w464481","w464486",5,205,5,3141
3142,"Old Town","w465562","w465566",5,90,5,3142
3143,"Edinburgh","w465641","w465641",5,91,5,3143
3147,"Edinburgh","w468531","w468531",5,91,5,3147
3148,"Old Town","w468582","w468586",5,90,5,3148
3151,"Edinburgh","w469860","w469860",5,91,5,3151
3153,"Edinburgh","w474297","w474297",5,91,5,3153
3154,"Holyrood Palace","w476462","w476471",5,207,5,3154
3158,"Edinburgh","w482514","w482514",5,91,5,3158
3159,"High Street","w482676","w482681",5,205,5,3159
3160,"Edinburgh","w484122","w484122",5,91,5,3160
3161,"Edinburgh","w484290","w484290",5,91,5,3161
3164,"Old Town","w486886","w486890",5,90,5,3164
3165,"Edinburgh","w487937","w487937",5,91,5,3165
3166,"Leith Street","w488586","w488592",5,956,5,3166
3168,"Edinburgh","w488790","w488790",5,91,5,3168
3170,"Market Street","w488933","w488940",5,957,5,3170
3172,"Edinburgh","w489120","w489120",5,91,5,3172
3174,"Edinburgh","w489745","w489745",5,91,5,3174
3177,"Edinburgh","w492691","w492691",5,91,5,3177
3185,"Edinburgh","w495795","w495795",5,91,5,3185
3256,"High Street","w533594","w533599",5,205,5,3256
3259,"Edinburgh","w535851","w535851",5,91,5,3259
3264,"Edinburgh","w538239","w538239",5,91,5,3264
3303,"Edinburgh","w551091","w551091",5,91,5,3303
3306,"High Street","w551589","w551594",5,205,5,3306
3307,"High Street","w553064","w553069",5,205,5,3307
3308,"High Street","w553698","w553703",5,205,5,3308
3333,"High Street","w564537","w564542",5,205,5,3333
3335,"High Street","w564786","w564791",5,205,5,3335
3341,"High Street","w575936","w575941",5,205,5,3341
3342,"Gordon Arms","w576115","w576122",5,993,5,3342
3384,"Edinburgh","w599909","w599909",5,91,5,3384
3385,"Edinburgh","w600136","w600136",5,91,5,3385
3386,"Edinburgh","w600438","w600438",5,91,5,3386
3404,"Edinburgh","w606966","w606966",5,91,5,3404
3405,"Edinburgh","w609046","w609046",5,91,5,3405
3406,"Edinburgh","w609129","w609129",5,91,5,3406
3409,"Edinburgh","w609570","w609570",5,91,5,3409
3410,"Edinburgh","w609744","w609744",5,91,5,3410
3412,"Edinburgh","w610077","w610077",5,91,5,3412
3474,"The Causeway","w632049","w632053",5,1013,5,3474
3891,"Carberry","w3125","w3125",6,1068,6,3891
3893,"St. Giles","w7318","w7322",6,202,6,3893
3898,"Corstorphine","w12971","w12971",6,257,6,3898
3910,"Nor Loch","w57511","w57515",6,1076,6,3910
3914,"Lawnmarket","w64079","w64079",6,1077,6,3914
3915,"West Bow","w65182","w65187",6,1078,6,3915
3916,"Cowgate","w65517","w65517",6,1079,6,3916
3922,"Nor Loch","w114561","w114565",6,1076,6,3922
3923,"St. Giles","w118322","w118326",6,202,6,3923
3927,"Cowgate","w122205","w122205",6,1079,6,3927
3929,"Nor Loch","w131078","w131082",6,1076,6,3929
3931,"Bristo Port","w135126","w135133",6,1083,6,3931
3932,"Cowgate","w135207","w135207",6,1079,6,3932
3933,"Cowgate","w135522","w135522",6,1079,6,3933
3934,"Grassmarket","w135600","w135600",6,1084,6,3934
3935,"West Bow","w135623","w135628",6,1078,6,3935
3936,"Grassmarket","w135851","w135851",6,1084,6,3936
3937,"Black Turnpike","w137087","w137093",6,1085,6,3937
3939,"Embro","w143626","w143626",6,714,6,3939
3940,"Lawnmarket","w143786","w143786",6,1077,6,3940
3943,"Black Turnpike","w148838","w148844",6,1085,6,3943
3944,"St. Giles'","w150714","w150723",6,1087,6,3944
3945,"St. Giles's","w151029","w151038",6,191,6,3945
3949,"Black Turnpike","w157496","w157502",6,1085,6,3949
3953,"Tron","w184627","w184627",6,1090,6,3953
3957,"Lawnmarket","w193134","w193134",6,1077,6,3957
3959,"Nor Loch","w195249","w195253",6,1076,6,3959
3960,"St. Giles","w196368","w196372",6,202,6,3960
3964,"Cowgate","w202186","w202186",6,1079,6,3964
3965,"Potterrow","w202201","w202201",6,1092,6,3965
3966,"St. Giles","w202394","w202398",6,202,6,3966
3971,"Greyfriars","w208121","w208121",6,1093,6,3971
3973,"Greyfriars","w210774","w210774",6,1093,6,3973
3975,"Greyfriars","w212279","w212279",6,1093,6,3975
3977,"St. Giles","w218847","w218851",6,202,6,3977
3992,"Black Turnpike","w242117","w242123",6,1085,6,3992
4006,"Tron","w286596","w286596",6,1090,6,4006
4007,"Bristo Port","w287369","w287376",6,1083,6,4007
4008,"Cowgate","w287821","w287821",6,1079,6,4008
4009,"Bristo Port","w288239","w288246",6,1083,6,4009
4010,"Bristo Port","w288717","w288724",6,1083,6,4010
4013,"Dalkeith","w298174","w298174",6,1101,6,4013
4020,"Bristo Port","w305841","w305848",6,1083,6,4020
4027,"Dalkeith","w324237","w324237",6,1101,6,4027
4028,"Dalkeith","w327558","w327558",6,1101,6,4028
4036,"Little France","w355583","w355590",6,1102,6,4036
4037,"Little France","w355653","w355660",6,1102,6,4037
4038,"Little France","w355877","w355884",6,1102,6,4038
4039,"Dalkeith","w356086","w356086",6,1101,6,4039
4040,"Dalkeith","w356227","w356227",6,1101,6,4040
4041,"Dalkeith","w356382","w356382",6,1101,6,4041
4043,"Dalkeith","w356568","w356568",6,1101,6,4043
4044,"Dalkeith","w356675","w356675",6,1101,6,4044
4045,"Dalkeith","w356697","w356697",6,1101,6,4045
4046,"Little France","w356711","w356718",6,1102,6,4046
4047,"Dalkeith","w356742","w356742",6,1101,6,4047
4048,"Dalkeith","w357271","w357271",6,1101,6,4048
4049,"Dalkeith","w358348","w358348",6,1101,6,4049
4051,"Haddington","w358694","w358694",6,1104,6,4051
4053,"Craigmillar","w359402","w359402",6,1105,6,4053
4054,"Craigmillar","w359720","w359720",6,1105,6,4054
4055,"Dalkeith","w360293","w360293",6,1101,6,4055
4056,"Dalkeith","w360608","w360608",6,1101,6,4056
4061,"Dalkeith","w362494","w362494",6,1101,6,4061
4063,"Dalkeith","w368851","w368851",6,1101,6,4063
4064,"Dalkeith","w370860","w370860",6,1101,6,4064
4070,"Embro","w382896","w382896",6,714,6,4070
4071,"Embro","w382975","w382975",6,714,6,4071
4075,"Musselburgh","w391032","w391032",6,1108,6,4075
4077,"Dalkeith","w393737","w393737",6,1101,6,4077
4081,"Embro","w401933","w401933",6,714,6,4081
4082,"Embro","w402312","w402312",6,714,6,4082
4094,"Embro","w426498","w426498",6,714,6,4094
4157,"Dalkeith","w547099","w547099",6,1101,6,4157
4165,"Dalkeith","w574255","w574255",6,1101,6,4165
4170,"Leith","w596203","w596203",6,212,6,4170
4173,"Leith","w596867","w596867",6,212,6,4173
4174,"Dalkeith","w600590","w600590",6,1101,6,4174
4176,"Port of Leith","w600828","w600836",6,1123,6,4176
4178,"Dalkeith","w602875","w602875",6,1101,6,4178
4179,"Dalkeith","w603070","w603070",6,1101,6,4179
4180,"Dalkeith","w603389","w603389",6,1101,6,4180
4182,"Carberry","w608747","w608747",6,1068,6,4182
4184,"Dalkeith","w609520","w609520",6,1101,6,4184
4186,"Dalkeith","w613535","w613535",6,1101,6,4186
4187,"Dalkeith","w614367","w614367",6,1101,6,4187
4188,"Dalkeith","w622276","w622276",6,1101,6,4188
4189,"Dalkeith","w624458","w624458",6,1101,6,4189
4200,"Embro","w639503","w639503",6,714,6,4200
4206,"Musselburgh","w671104","w671104",6,1108,6,4206
4207,"Embro","w671559","w671559",6,714,6,4207
4208,"Gladhouse","w673315","w673315",6,1127,6,4208
4209,"Embro","w673392","w673392",6,714,6,4209
4224,"Little France","w764923","w764930",6,1102,6,4224
4233,"Embro","w776334","w776334",6,714,6,4233
4244,"Dechmont","w781523","w781523",6,1137,6,4244
4267,"Linlithgow","w788277","w788277",6,1145,6,4267
4276,"Niddrie","w789185","w789185",6,1148,6,4276
4277,"Embro","w789259","w789259",6,714,6,4277
4284,"Embro","w795806","w795806",6,714,6,4284
4290,"Carberry","w800800","w800800",6,1068,6,4290
4292,"Black Turnpike","w801872","w801878",6,1085,6,4292
4299,"Leith","w809432","w809432",6,212,6,4299
4306,"Drylaw","w812437","w812437",6,1151,6,4306
4307,"Drylaw","w812685","w812685",6,1151,6,4307
4311,"Dalkeith","w814525","w814525",6,1101,6,4311
4312,"Embro","w814538","w814538",6,714,6,4312
4313,"Leith","w814549","w814549",6,212,6,4313
4315,"St. Giles'","w814942","w814951",6,1087,6,4315
4320,"Dalkeith","w815724","w815724",6,1101,6,4320
4323,"Leith","w817214","w817214",6,212,6,4323
4324,"Canongate","w817455","w817455",6,206,6,4324
4325,"Canongate","w818425","w818425",6,206,6,4325
4333,"Drylaw","w824375","w824375",6,1151,6,4333
4334,"Leith","w825000","w825000",6,212,6,4334
4339,"Leith","w827823","w827823",6,212,6,4339
4355,"Leith","w840303","w840303",6,212,6,4355
4357,"Kirkgate","w840827","w840827",6,1156,6,4357
4358,"Leith","w840839","w840839",6,212,6,4358
4361,"Kirkgate","w842150","w842150",6,1156,6,4361
