"id","text","lat","lon","in_country","gazref","feature_type","pop_size","geom","poly","ptype"
7130,"Dalkeith Road",55.9391,-3.1749,NULL,"pg3209",NULL,NULL,"0101000020E61000002E90A0F8316609C039D6C56D34F84B40",NULL,NULL
7131,"The Doocot",55.966644,-3.251178,NULL,"pg11471",NULL,NULL,"0101000020E610000029CC7B9C69020AC0F46F97FDBAFB4B40",NULL,NULL
7140,"Liberton Road",55.9205,-3.1675,NULL,"pg6625",NULL,NULL,"0101000020E6100000D7A3703D0A5709C0E7FBA9F1D2F54B40",NULL,NULL
7203,"Victoria Dock",55.9796581,-3.1745847,NULL,"pg12282",NULL,NULL,"0101000020E6100000470EC7A98C6509C07961C66F65FD4B40","0103000020E61000000100000005000000470EC7A98C6509C07961C66F65FD4B402676C8282A6609C0A5BB90B355FD4B407BA75DA7EC5F09C04838883144FD4B4025743C0BE75F09C0E5428AA658FD4B40470EC7A98C6509C07961C66F65FD4B40","waterway"
7204,"Douglas Hotel",55.954635,-3.191852,NULL,"pg3463",NULL,NULL,"0101000020E6100000A6608DB3E98809C0F94ECC7A31FA4B40",NULL,NULL
7211,"Old Bridge",55.941361,-3.057245,NULL,"pg8323",NULL,NULL,"0101000020E61000004CE0D6DD3C7508C06C5D6A847EF84B40",NULL,NULL
7255,"Arthur's Seat",55.942952,-3.160079,NULL,"pg395",NULL,NULL,"0101000020E61000000936AE7FD74709C051D9B0A6B2F84B40",NULL,NULL
7258,"North Castle Street",55.9532,-3.2039,NULL,"pg8162",NULL,NULL,"0101000020E6100000363CBD5296A109C00B46257502FA4B40",NULL,NULL
7259,"Chester Street",55.9497,-3.2166,NULL,"pg2206",NULL,NULL,"0101000020E61000004182E2C798BB09C06F8104C58FF94B40",NULL,NULL
7260,"Manor Place",55.949,-3.2158,NULL,"pg7075",NULL,NULL,"0101000020E61000007DD0B359F5B909C0B6F3FDD478F94B40",NULL,NULL
7266,"British Linen Bank",55.954234,-3.191439,NULL,"pg1387",NULL,NULL,"0101000020E61000007A6EA12B118809C09A5DF75624FA4B40",NULL,NULL
7278,"Star Hotel",55.898883,-3.699634,NULL,"pg10952",NULL,NULL,"0101000020E6100000795BE9B5D9980DC016F71F990EF34B40",NULL,NULL
7281,"Longstone",55.9240629,-3.2620446,NULL,"pg6906",NULL,NULL,"0101000020E610000049BFD8D6AA180AC035796FB147F64B40","0103000020E6100000010000003D00000045B357C4551A0AC0101835A9B2F54B40A647533D991F0AC07AC784F304F64B4021DCAEE133230AC01699CAEC3DF64B40A51E584403270AC0D90B60257AF64B406B42FFA95D280AC00AB952CF82F64B40822E2B5E76290AC06BABA3F496F64B40788082E6CE270AC01673C6E699F64B408EA1AD94AF250AC03188FEBFA0F64B40CC79C6BE64230AC081EDBB7DB1F64B4021730A97FA1E0AC033AE13F29CF64B40091FA56D57130AC0DE60037D7DF64B40CD15EF117B120AC01FACB5E67DF64B400475CAA31B110AC05262D7F676F64B402EA4688AA50D0AC0DADA0C816DF64B408B2E145564090AC040C39B3578F64B400D00B0952B070AC0A7751BD47EF64B401DED139BEA040AC0C7F65AD07BF64B40EF39B01C21030AC0964627A666F64B40361081D9F3FB09C00CC62D8B2EF64B401DA1B0D52F020AC053ED2EAB0BF64B406BA22A018C020AC090F7AA9509F64B40ED38341B1A050AC0FA9EECC1FFF54B402A62C735F4050AC0578C0464F9F54B40176F1A91DE060AC06005F86EF3F54B400491459A78070AC020C6B5EBEFF54B40F13ED873E3070AC05DA21FB2EDF54B40F3DD52735E080AC0FFE7D5A5EBF54B40F8ACC66D8F090AC042E90B21E7F54B40862F5DD2620A0AC091C0D5F0E3F54B40109CE9149A0A0AC0C735F405E3F54B404CD246BFC70A0AC05DE15D2EE2F54B40A13C3D00F30A0AC0D4E9E51CE1F54B402EE983C0250B0AC0F364EDA5DFF54B40505CE910930B0AC042B28009DCF54B4020CDFD7A2A0C0AC0106FE70CD6F54B40F5143944DC0C0AC013B5D9FDCFF54B40D18B248B450D0AC06EC493DDCCF54B40933A014D840D0AC0333C516DCBF54B40FB720B02D00D0AC0BCF781F5C9F54B404128EFE3680E0AC07066AA16C7F54B409EE6898CB30E0AC0F464A318C5F54B40A67C08AA460F0AC07F82305CC2F54B40F95CB75219100AC0B05AF4A9BEF54B4056D1C4E006110AC071BF8DDEBAF54B4006DF8F36E9110AC08B27710CB7F54B4003C1D2AF63120AC01BD423B2B4F54B40B04C09D2D6120AC03392F3B4B2F54B40EE7085C146130AC01C284B08B1F54B409ED0EB4FE2130AC023337271AFF54B4086877A0B35140AC006D847A7AEF54B40D1483AB995140AC0E2016553AEF54B40D113854CE8140AC03600C056AEF54B40C104C99640150AC0771D609CAEF54B400A6EFF2504160AC0BE816ED4AFF54B40BA5EE4AFDA160AC07C5E961BB1F54B407DDB02F85D170AC0E1F5F46CB1F54B405F86B5E7E8170AC099B9C0E5B1F54B40DC6223B5F5180AC0B6FA4564B3F54B405A208B7E7E190AC02D454D4FB3F54B40E811A3E7161A0AC06977A3EAB2F54B4045B357C4551A0AC0101835A9B2F54B40","suburb"
7360,"Clifton Villa",55.974069,-3.176073,NULL,"pg2376",NULL,NULL,"0101000020E61000003BAB05F6986809C01286014BAEFC4B40",NULL,NULL
7366,"Ashley Place",55.9698,-3.1849,NULL,"pg415",NULL,NULL,"0101000020E6100000423EE8D9AC7A09C095D4096822FC4B40",NULL,NULL
7418,"Parliament Square",55.949127,-3.19085,NULL,"pg8666",NULL,NULL,"0101000020E61000006688635DDC8609C0136058FE7CF94B40",NULL,NULL
7449,"Palace Yard",55.948107,-3.199738,NULL,"pg8572",NULL,NULL,"0101000020E6100000C8258E3C109909C0E90DF7915BF94B40",NULL,NULL
7452,"Bank Street",55.9495,-3.1927,NULL,"pg635",NULL,NULL,"0101000020E61000007B832F4CA68A09C0A8C64B3789F94B40",NULL,NULL
7454,"Trinity",55.9758345,-3.2053897,NULL,"pg12121",NULL,NULL,"0101000020E6100000657BE35AA3A409C07DE71725E8FC4B40","0103000020E61000000100000015000000927DEB1E349609C02AC58EC6A1FD4B402877442A319409C07CCE82F524FD4B404BB1A371A88F09C07E2DF9E989FC4B404E97C5C4E69309C0A0223DFB80FC4B40BDBD1017259D09C0575815866DFC4B4026DF11BAF0A809C0A110018750FC4B408BE1EA0088AB09C0D6DB0B7151FC4B403F613F7A79B009C0C74043A44BFC4B40BB44F5D6C0B609C0CD98DDEE40FC4B40FFD53E7848BC09C0D2753CC159FD4B40D5B14AE999BE09C09B560A815CFD4B40F03A76AB42BE09C0A3F66C67A9FD4B40A77A32FFE8BB09C06B3E5354A2FD4B40F94D61A582BA09C02C19B61C9EFD4B40050363D8BCB509C091B355EEAAFD4B40586DA3A602B309C03C5E9214A2FD4B40BCB20B06D7AC09C0F74DAB329DFD4B40286618D23CAB09C0F5F983DCA0FD4B40FFE66AD03CA509C009E7AE809DFD4B4076CB69AA829C09C0B23DC45098FD4B40927DEB1E349609C02AC58EC6A1FD4B40","suburb"
7455,"Queensberry House",55.9521569,-3.1757733,NULL,"pg9225",NULL,NULL,"0101000020E61000007914F8D4FB6709C09314FD46E0F94B40","0103000020E6100000010000000C0000007914F8D4FB6709C09314FD46E0F94B408B8054D4AA6709C047270120DDF94B40587CF953996809C069441FE2D5F94B405010864BD86809C07FC23467D8F94B403EA4294C296909C007C8E1DDDBF94B40F25602CEF76809C0ACBE5F71DDF94B40FF42EAD1AF6809C0C668C29BDAF94B400F6F8C53636809C047270120DDF94B4004C35ECDA66809C046915ACDDFF94B40BAB5F1CC706809C0BC5F60B1E1F94B407868B3452D6809C0881057CEDEF94B407914F8D4FB6709C09314FD46E0F94B40","building"
7457,"Duke's Walk",55.9539,-3.1591,NULL,"pg3666",NULL,NULL,"0101000020E61000004B598638D64509C0C3D32B6519FA4B40",NULL,NULL
7462,"Dalhousie Castle",55.862379,-3.09132,NULL,"pg3169",NULL,NULL,"0101000020E610000009C4EBFA05BB08C0EBE0606F62EE4B40",NULL,NULL
7526,"Dominican Convent",55.937316,-3.185685,NULL,"pg3434",NULL,NULL,"0101000020E6100000B1DCD26A487C09C03F027FF8F9F74B40",NULL,NULL
7657,"Rest and Be Thankful",55.9477108,-3.2639521,NULL,"pg9458",NULL,NULL,"0101000020E610000026AF29EB921C0AC0730866964EF94B40",NULL,NULL
7761,"Caledonian Hotel",55.949481,-3.207163,NULL,"pg1757",NULL,NULL,"0101000020E6100000AD872F1345A809C03196E99788F94B40",NULL,NULL
7883,"District Court",55.977598,-3.600659,NULL,"pg3420",NULL,NULL,"0101000020E61000006F62484E26CE0CC0485167EE21FD4B40",NULL,NULL
7904,"West Lothian",55.916667,-3.5,NULL,"pg12571",NULL,NULL,"0101000020E61000000000000000000CC04529215855F54B40",NULL,NULL
7905,"Palace of Holyrood House",55.9528587,-3.1703442,NULL,"pg8574",NULL,NULL,"0101000020E61000009B81806BDD5C09C0C31A1D46F7F94B40","0103000020E6100000010000001A0000009B81806BDD5C09C0C31A1D46F7F94B4021F24C1E055E09C0112FF42D18FA4B401FA2D11DC45E09C06E0BE0771DFA4B405540EB2B595F09C0775902DF23FA4B402522FC8BA06109C0A34CB4F51DFA4B401021AE9CBD6309C0D40AD3F71AFA4B405A73918CE66209C0C337031203FA4B4099AFDC1CF86209C07011CE5D01FA4B40651FBF12A36209C0BC992C49F9F94B4056DEE929CD6109C0C17E3E80FBF94B40D89F1FA1C16109C0E52C4723FAF94B4061AA99B5146009C042F5C594FEF94B40BF1479ED2D6009C053F8229001FA4B4026D98FB9D75E09C063B3C81B05FA4B4049997917945E09C0F62FA41EFDF94B407A28C0666F5F09C00F924FD9FAF94B402A90D959F45E09C06F13494FECF94B4062CFE858EF6109C02005F467E4F94B409249FC40A86109C06027501FDCF94B40C1ABE5CE4C6009C0A3D414B7C0F94B4041D653ABAF5E09C06B16C330BBF94B40B9C15087155E09C05E7C7665BCF94B40140E187F365D09C028EDB204BEF94B4029A8F287B05B09C01FA80991C2F94B4022E3ACE3535B09C0EE597CAFC6F94B409B81806BDD5C09C0C31A1D46F7F94B40","land"
7906,"Royal Circus",55.9565,-3.2041,NULL,"pg9717",NULL,NULL,"0101000020E6100000A7E8482EFFA109C0DF4F8D976EFA4B40",NULL,NULL
7907,"Drummond Place",55.9582,-3.195,NULL,"pg3556",NULL,NULL,"0101000020E61000008FC2F5285C8F09C07B832F4CA6FA4B40",NULL,NULL
7933,"Town House",55.9410318,-3.2086108,NULL,"pg11877",NULL,NULL,"0101000020E61000003BBD9C233CAB09C07DBFE2BA73F84B40",NULL,NULL
7977,"Prince's Street",55.9518,-3.1985,NULL,"pg9131",NULL,NULL,"0101000020E61000004A0C022B879609C0992A1895D4F94B40",NULL,NULL
7978,"County Buildings",55.95513,-2.780934,NULL,"pg2686",NULL,NULL,"0101000020E6100000FBAC32535A3F06C0D8B628B341FA4B40",NULL,NULL
8137,"Skateraw",55.971939,-2.427744,NULL,"pg10232",NULL,NULL,"0101000020E6100000577BD80B056C03C07D5A457F68FC4B40",NULL,NULL
8138,"Broxmouth",55.988519,-2.480662,NULL,"pg1499",NULL,NULL,"0101000020E61000008B70935165D803C0C03C64CA87FE4B40",NULL,NULL
8146,"Pinkie House",55.94247,-3.044147,NULL,"pg8854",NULL,NULL,"0101000020E61000006BBB09BE695A08C006BB61DBA2F84B40",NULL,NULL
8150,"Seton",55.963502,-2.94187,NULL,"pg10075",NULL,NULL,"0101000020E61000000DAB7823F38807C0B7D0950854FB4B40",NULL,NULL
8155,"Hilltown",55.9197454,-3.1040176,NULL,"pg5609",NULL,NULL,"0101000020E6100000D3AAF12D07D508C0BED29E37BAF54B40",NULL,NULL
8194,"Ravelston",55.9519283,-3.2469759,NULL,"pg9335",NULL,NULL,"0101000020E61000008A332B80CEF909C085515AC9D8F94B40","0103000020E6100000010000000F0000009330783D3D0B0AC09B0DE83BAEF94B407358D06A37100AC0E84B6F7F2EFA4B4016A243E048100AC02F579AEF3BFA4B40F663EEB5FB100AC0A027AFDF5DFA4B40CE2C53DD6D080AC0A855F48766FA4B40748FB63BB5040AC0EA8C391966FA4B4046C2AD71ECFF09C0290989B48DFA4B40954330B374FA09C0257A19C572FA4B404CE71E6D77FA09C048E2E5E95CFA4B4040B50B1703F509C06830FC96EFF94B40905BDDFB65F109C009F368F4B4F94B4084DF3C8B94FC09C0E6194520A8F94B4052CAB5B28E040AC00C4A873DA3F94B40619EDF41FD080AC0E81780A1A2F94B409330783D3D0B0AC09B0DE83BAEF94B40","neighbourhood"
8221,"Haddington",55.956506,-2.786343,NULL,"pg5232",NULL,NULL,"0101000020E61000001B82E3326E4A06C0C136E2C96EFA4B40",NULL,NULL
8244,"Morrison's Close",55.950427,-3.186566,NULL,"pg7635",NULL,NULL,"0101000020E6100000425DA450167E09C0211E8997A7F94B40",NULL,NULL
8245,"Bakehouse Close",55.9509,-3.1788,NULL,"pg550",NULL,NULL,"0101000020E6100000CA32C4B12E6E09C019E25817B7F94B40",NULL,NULL
8384,"Linlithgow",55.976389,-3.607228,NULL,"pg6686",NULL,NULL,"0101000020E610000052B9895A9ADB0CC04A969350FAFC4B40",NULL,NULL
8385,"City Chambers",55.950282,-3.190357,NULL,"pg2261",NULL,NULL,"0101000020E610000073840CE4D98509C01EFD2FD7A2F94B40",NULL,NULL
8413,"Chapel Royal",55.952545,-3.171737,NULL,"pg2170",NULL,NULL,"0101000020E6100000EF1AF4A5B75F09C0F27B9BFEECF94B40",NULL,NULL
8465,"Castlehill",55.9489,-3.1954,NULL,"pg2057",NULL,NULL,"0101000020E6100000711B0DE02D9009C05396218E75F94B40",NULL,NULL
8492,"Broomhill",55.8275485,-3.2260438,NULL,"pg1419",NULL,NULL,"0101000020E610000061B5430DF0CE09C04BADF71BEDE94B40",NULL,NULL
8496,"Mayfield",55.9342921,-3.1739627,NULL,"pg7225",NULL,NULL,"0101000020E610000077CA598E466409C0A1342FE296F74B40",NULL,NULL
8498,"Kirkliston",55.954176,-3.402737,NULL,"pg6299",NULL,NULL,"0101000020E6100000FC1C1F2DCE380BC065506D7022FA4B40",NULL,NULL
8512,"Ratho",55.9214987,-3.383414,NULL,"pg9306",NULL,NULL,"0101000020E6100000DCA0F65B3B110BC03CE75DABF3F54B40",NULL,NULL
8532,"Jeffrey Street",55.950606,-3.186572,NULL,"pg6025",NULL,NULL,"0101000020E610000064CBF275197E09C0D1B01875ADF94B40",NULL,NULL
8544,"Dominican Monastery",55.975533,-3.603987,NULL,"pg3436",NULL,NULL,"0101000020E610000058ACE122F7D40CC09A95ED43DEFC4B40",NULL,NULL
8588,"Davidson's Mains",55.9659948,-3.2789422,NULL,"pg3305",NULL,NULL,"0101000020E610000059CB530C463B0AC0930DB5B7A5FB4B40","0103000020E610000001000000120000001A6B7F677B340AC053B70E69AFFB4B4065D93807743B0AC00120DDBEFDFB4B4094B99E8D013E0AC019E9A0A6F1FB4B40611FF873653B0AC088E7B68EBBFB4B406C4E14D7E7400AC050D37833B4FB4B402AA8A8FA953E0AC0E39FBE0A95FB4B40D20AC2CBC24D0AC069B2DA5779FB4B40612FB9F6AA4A0AC02BC5E97F14FB4B40C6E0BC93AA380AC0C37D891D32FB4B408558A25813300AC0C12962C735FB4B40F67B629D2A1F0AC015DA835A1DFB4B403A083A5AD5120AC059E9A4AD00FB4B40D7C0560916170AC04CEB257CA5FB4B40D57036C247190AC07C41B04FA5FB4B409D77ADCE7B1D0AC0DAE15410A8FB4B40C111EEDF06260AC0C23BAF67BEFB4B40DC2A8881AE2D0AC0DDC6B0D4C4FB4B401A6B7F677B340AC053B70E69AFFB4B40","neighbourhood"
8589,"Inverleith Row",55.9669,-3.2049,NULL,"pg5973",NULL,NULL,"0101000020E61000006B9A779CA2A309C04F401361C3FB4B40",NULL,NULL
8591,"Huntly Street",55.9626,-3.1995,NULL,"pg5837",NULL,NULL,"0101000020E61000007F6ABC74939809C097900F7A36FB4B40",NULL,NULL
8592,"Broughton Street",55.9578,-3.189,NULL,"pg1471",NULL,NULL,"0101000020E6100000508D976E128309C0ED0DBE3099FA4B40",NULL,NULL
8597,"Dumbiedykes",55.9472686,-3.178441,NULL,"pg3673",NULL,NULL,"0101000020E6100000D11F9A79726D09C08CC3F41840F94B40","0103000020E610000001000000110000004F8EA78A4E6B09C0EDBF29070EF94B4032C7F2AE7A7009C033326DA411F94B40E1FE6D60BC7009C095D4096822F94B4007342262947109C0A82913C836F94B4039D62027A77109C0319A95ED43F94B40B9991B1DA17009C05FB12BD269F94B40269C27E8407009C058816B3876F94B403BBA5BA32F6E09C04BE1E6F978F94B4042D13C80456E09C00695021C8CF94B4045CA60D6D56E09C0CCBF4CCA93F94B40DED9684AFC6B09C022F6AEE6A5F94B4088180A33C86809C07BB07BE184F94B400B5174136B6709C0B928C46D7EF94B40A2AE5A3E376909C0CB259F6868F94B40F3E7DB82A56A09C0E871CE3E45F94B408130A64F616B09C0DB464D0526F94B404F8EA78A4E6B09C0EDBF29070EF94B40","neighbourhood"
8602,"Luckenbooths",55.949755,-3.191029,NULL,"pg6961",NULL,NULL,"0101000020E61000005FB35C363A8709C0331B649291F94B40",NULL,NULL
8631,"St Cuthbert's",55.9076063,-3.2536486,NULL,"pg10605",NULL,NULL,"0101000020E6100000D468CDEA78070AC0601278712CF44B40",NULL,NULL
8632,"Lochend Close",55.95196,-3.177949,NULL,"pg6770",NULL,NULL,"0101000020E6100000E4D87A86706C09C0D28C45D3D9F94B40",NULL,NULL
8633,"Fountain Close",55.950351,-3.185122,NULL,"pg4510",NULL,NULL,"0101000020E610000030293E3E217B09C0465C001AA5F94B40",NULL,NULL
8640,"Juniper Green",55.9030198,-3.2730931,NULL,"pg6095",NULL,NULL,"0101000020E6100000271B6A6F4B2F0AC0FB511E2796F34B40","0103000020E61000000100000007000000271B6A6F4B2F0AC0FB511E2796F34B40BE182543E9360AC0F54FCB6A15F44B40367282DB7F390AC07DBBDBAB45F44B40829DAC623B490AC0ED80EB8A19F44B4008A40E3C085B0AC0B86B5386BBF34B405DB6E74361510AC00C67C8C221F34B40271B6A6F4B2F0AC0FB511E2796F34B40","suburb"
8648,"Fleshmarket",55.957466,-2.776753,NULL,"pg4436",NULL,NULL,"0101000020E6100000218FE046CA3606C01684F23E8EFA4B40",NULL,NULL
8657,"Buccleuch Place",55.9429,-3.1865,NULL,"pg1567",NULL,NULL,"0101000020E6100000CBA145B6F37D09C0FFB27BF2B0F84B40",NULL,NULL
8658,"Windmill Lane",55.9431,-3.1862,NULL,"pg12907",NULL,NULL,"0101000020E6100000211FF46C567D09C0C66D3480B7F84B40",NULL,NULL
8659,"Windmill Street",55.944,-3.1864,NULL,"pg12909",NULL,NULL,"0101000020E610000092CB7F48BF7D09C046B6F3FDD4F84B40",NULL,NULL
8660,"Potterrow",55.9466,-3.1877,NULL,"pg9025",NULL,NULL,"0101000020E610000071AC8BDB688009C0613255302AF94B40",NULL,NULL
8661,"Horse Wynd",55.948336,-3.189064,NULL,"pg5713",NULL,NULL,"0101000020E6100000BCCE86FC338309C04ACFF41263F94B40",NULL,NULL
8662,"Nicolson Street",55.9467,-3.1857,NULL,"pg8076",NULL,NULL,"0101000020E610000007F01648507C09C0C58F31772DF94B40",NULL,NULL
8664,"St John's Hill",55.948765,-3.181871,NULL,"pg10683",NULL,NULL,"0101000020E6100000FEB968C8787409C0734BAB2171F94B40",NULL,NULL
8666,"Nicolson Square",55.9461,-3.1858,NULL,"pg8074",NULL,NULL,"0101000020E61000003FC6DCB5847C09C0705F07CE19F94B40",NULL,NULL
8670,"Brighton Street",55.9464,-3.1892,NULL,"pg1372",NULL,NULL,"0101000020E6100000C139234A7B8309C09A779CA223F94B40",NULL,NULL
8671,"Lauriston Place",55.9453,-3.191,NULL,"pg6464",NULL,NULL,"0101000020E6100000BA490C022B8709C054742497FFF84B40",NULL,NULL
8674,"Pilrig",55.9680589,-3.1817222,NULL,"pg8830",NULL,NULL,"0101000020E610000049A8CFC42A7409C0060DA25AE9FB4B40",NULL,NULL
8675,"George Square",55.943389,-3.189553,NULL,"pg4691",NULL,NULL,"0101000020E610000098DEFE5C348409C0FD3383F8C0F84B40",NULL,NULL
8677,"Forrest Road",55.9454,-3.1909,NULL,"pg4466",NULL,NULL,"0101000020E610000082734694F68609C0B7D100DE02F94B40",NULL,NULL
8678,"Stevenlaw's Close",55.9489,-3.1881,NULL,"pg11004",NULL,NULL,"0101000020E61000005305A3923A8109C05396218E75F94B40",NULL,NULL
8685,"Marshall Street",55.9458,-3.1866,NULL,"pg7159",NULL,NULL,"0101000020E610000003780B24287E09C0454772F90FF94B40",NULL,NULL
8687,"Ormiston",55.883972,-3.441387,NULL,"pg8464",NULL,NULL,"0101000020E610000053094FE8F5870BC0344A97FE25F14B40",NULL,NULL
8691,"Tron Kirk",55.9498788,-3.1875276,NULL,"pg12127",NULL,NULL,"0101000020E61000006AC768780E8009C0F594E6A095F94B40","0103000020E610000001000000050000006AC768780E8009C0F594E6A095F94B4074D76DABB48009C0E45D3F0E94F94B400F5EBBB4E18009C099F5BDE199F94B40054EB6813B8009C0AB2C65749BF94B406AC768780E8009C0F594E6A095F94B40","building"
8692,"The Meadows",55.9453058,-3.1909968,NULL,"pg11648",NULL,NULL,"0101000020E61000000F208D54298709C00CDCCBC7FFF84B40","0103000020E6100000010000004D0000000F208D54298709C00CDCCBC7FFF84B40DE78D21D1F8809C0D1C952EBFDF84B40745FCE6C578809C024E18CABDBF84B40E14C028A478809C0A84F17CEDAF84B409A10CE02488809C0235C12B1D2F84B40260CB908428809C0F9ED9007C7F84B40C88C0123798809C0615DCB1AABF84B40D0DAC8D00C8D09C0A9296E81A9F84B40C3972E69318D09C050DE6C18AAF84B406F18BB33C98E09C03974C46BA8F84B40B9A3A42CE89209C0B22C98F8A3F84B401F3D8F9B2B9409C0F44F70B1A2F84B40BEE9A7493A9409C0DBEDC4F6A4F84B40A9CB18D5D89409C0769E1D15A4F84B404046E5CBB09609C03CA64984A1F84B406CCB25FA219B09C07CDC12149AF84B405BC933D4CD9A09C07D303A6A96F84B403EB95CB34B9A09C01536035C90F84B4045C318479B9909C055E2957F88F84B40E7A2C629DF9809C0EE91729C80F84B40F63AF3BC659809C07F164B917CF84B40E452F06F2B9809C0FD3D67C17AF84B40D468CDEA789709C0CA98710976F84B40DA18E027B39609C06C2C17E071F84B403387A4164A9609C09150E91670F84B402651D43EC29509C0DFC5562B6EF84B40E36A099EE79409C02E837BAF6BF84B40C6C1A563CE9309C030EB0FDE68F84B4084622B685A9209C055E7076465F84B400827FD18CE9009C08CF2CCCB61F84B40280EA0DFF78F09C0A5B09CCE5FF84B40F8EDDA94E18E09C083FA96395DF84B40DF628F9AC08E09C0716193EB5CF84B409CF86A47718E09C0A1FFD42E5CF84B402E420CCFA68E09C09F7422C154F84B40CDC243BD858A09C0B7AD77C949F84B408B4347BC868A09C011E50B5A48F84B407545DF933D8809C024A424DA44F84B40B418E192888509C06330DA3E3FF84B405C493CEAF98409C0E64240193EF84B403EA2F8E7588409C058A2FD593DF84B4035464662DD8309C0E68AF7883DF84B40D0D95DFB5D8309C0BDC392173EF84B402DFAF9A5348109C0805DF2E43FF84B4039FE55911B7F09C0CDF4013741F84B40096F0F42407E09C073A900CE41F84B405841672D607D09C0C088C78F42F84B4053D1B3B4AE7C09C05B61FA5E43F84B40A6B4FE96007C09C0D11B936A44F84B40D318085D1D7B09C07D1700F445F84B40C52CC59FF27909C0CFC76B1448F84B408B09206BFC7809C0C2E567D949F84B407D6F1D2D187609C04F8EA78A4EF84B405A1EB5D3207609C06021736550F84B40B271B32E247609C0EE4BEC9051F84B40CF7C73243C7609C0363575C35BF84B40B3E84251457609C02713B70A62F84B40E44D7E8B4E7609C0137C783B67F84B40B3220FE95C7609C01D322FD16AF84B40D14DAC9D727609C0566C825E6EF84B40D2E1218C9F7609C07ED9870673F84B4002614C9FC27609C08276E2CD75F84B407D9C1F35DC7609C0DBCF189C77F84B40994A3FE1EC7609C0CE07BAAC78F84B40BAB59613FE7609C0A4CA8BA779F84B4053211E89977709C03BDE89FE75F84B40A1342FE2967A09C03909A52F84F84B400B58BCA2A57C09C03427D4788EF84B4027AF84A4057E09C0FB3DB14E95F84B40523AA28C027E09C0BFF1B56796F84B4075A84B6B787F09C0D6D127A897F84B403AB42330318109C0F340BF4A99F84B401ED14E17738109C02321808A99F84B40339F18FE788409C050F5D0E39CF84B40A2629CBF098509C0A7E03A10A3F84B40A440553B798709C021185124A9F84B400F208D54298709C00CDCCBC7FFF84B40","land"
8695,"West Nicolson Street",55.9447,-3.185,NULL,"pg12593",NULL,NULL,"0101000020E61000007B14AE47E17A09C0FE43FAEDEBF84B40",NULL,NULL
8707,"West Register Street",55.9536,-3.1906,NULL,"pg12626",NULL,NULL,"0101000020E6100000D8F0F44A598609C099BB96900FFA4B40",NULL,NULL
8708,"York Place",55.9563,-3.1902,NULL,"pg13052",NULL,NULL,"0101000020E6100000F697DD93878509C01895D40968FA4B40",NULL,NULL
8710,"St Andrew Square",55.9537787,-3.1937825,NULL,"pg10491",NULL,NULL,"0101000020E6100000064CE0D6DD8C09C08A0FA26B15FA4B40","0103000020E6100000010000000D000000064CE0D6DD8C09C08A0FA26B15FA4B40C037972C388D09C0FC49C67B1FFA4B40E86A2BF6978D09C0A37D079A2AFA4B40F6B0BC50658D09C0ADEB06C02EFA4B40B356FEC6E88A09C0859BE7E335FA4B405E786F568E8A09C027C7F88B34FA4B40F43C6EAE508A09C092697E4633FA4B403931DA99F88909C07AF0243328FA4B40F7A9CF7A9D8909C086D7E4DF1DFA4B405C8242F3EF8909C04D19935918FA4B40CFADC6C8488C09C0C100C28712FA4B408025FCF7858C09C05B35199F13FA4B40064CE0D6DD8C09C08A0FA26B15FA4B40","land"
8712,"New Street",55.9451,-3.0599,NULL,"pg7925",NULL,NULL,"0101000020E6100000423EE8D9AC7A08C08CB96B09F9F84B40",NULL,NULL
8715,"Leith Walk",55.9671,-3.1748,NULL,"pg6555",NULL,NULL,"0101000020E6100000F5B9DA8AFD6509C016FBCBEEC9FB4B40",NULL,NULL
8717,"Infirmary Street",55.9482,-3.1853,NULL,"pg5918",NULL,NULL,"0101000020E61000002497FF907E7B09C09A081B9E5EF94B40",NULL,NULL
8718,"Blair Street",55.9492,-3.1876,NULL,"pg1068",NULL,NULL,"0101000020E610000039D6C56D348009C07DAEB6627FF94B40",NULL,NULL
8719,"Niddry Street",55.9495,-3.1868,NULL,"pg8121",NULL,NULL,"0101000020E6100000742497FF907E09C0A8C64B3789F94B40",NULL,NULL
8721,"Blacket Place",55.9361,-3.1743,NULL,"pg1033",NULL,NULL,"0101000020E6100000DB8AFD65F76409C08FE4F21FD2F74B40",NULL,NULL
8722,"Lauder Road",55.9346,-3.1867,NULL,"pg6447",NULL,NULL,"0101000020E61000003C4ED1915C7E09C0BA6B09F9A0F74B40",NULL,NULL
8725,"Forres Street",55.9538,-3.2078,NULL,"pg4464",NULL,NULL,"0101000020E6100000D3DEE00B93A909C060764F1E16FA4B40",NULL,NULL
8726,"Market Street",55.9508,-3.1915,NULL,"pg7148",NULL,NULL,"0101000020E6100000D578E926318809C0B6847CD0B3F94B40",NULL,NULL
8729,"Hunter Square",55.9497,-3.1876,NULL,"pg5815",NULL,NULL,"0101000020E610000039D6C56D348009C06F8104C58FF94B40",NULL,NULL
8732,"Drummond Street",55.9478,-3.1841,NULL,"pg3558",NULL,NULL,"0101000020E61000007E8CB96B097909C00C93A98251F94B40",NULL,NULL
8733,"West Richmond Street",55.9457,-3.1831,NULL,"pg12628",NULL,NULL,"0101000020E6100000492EFF21FD7609C0E2E995B20CF94B40",NULL,NULL
