"id","docid","title","pubdate","type","author","majlang","collection_id","url"
422,"uc2.ark:/13960/t03x89t2h","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t03x89t2h"
423,"uc2.ark:/13960/t0gt5th2x","The recreations of Christopher North","1854-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t0gt5th2x"
424,"nc01.ark:/13960/t0rr2q686","Essays critical and imaginative,","1856-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=nc01.ark:/13960/t0rr2q686"
425,"uc2.ark:/13960/t1dj5gr4s","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t1dj5gr4s"
426,"uc2.ark:/13960/t21c21s79","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t21c21s79"
427,"uc2.ark:/13960/t22b92q40","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t22b92q40"
428,"uc2.ark:/13960/t2f76dq89","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t2f76dq89"
429,"uc2.ark:/13960/t34171f1k","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t34171f1k"
430,"uc2.ark:/13960/t3gx4j36n","The Foresters.","1845-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3gx4j36n"
431,"uc2.ark:/13960/t3nv9hj3c","Noctes ambrosianæ,","1864-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3nv9hj3c"
432,"uc2.ark:/13960/t3nv9hp0q","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3nv9hp0q"
433,"uc2.ark:/13960/t40r9tf4k","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t40r9tf4k"
434,"uiuo.ark:/13960/t4xh0bw1q","Wilson's historical, traditionary, and imaginative tales of the borders, and of Scotland :","1900-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t4xh0bw1q"
435,"uc2.ark:/13960/t55d8vt1g","Wilson's tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t55d8vt1g"
436,"uc2.ark:/13960/t57d2xk6x","The works of Professor Wilson of the University of Edinburgh,","1855-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t57d2xk6x"
437,"uc2.ark:/13960/t5h995s16","Noctes ambrosianæ,","1864-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t5h995s16"
438,"uc2.ark:/13960/t5v69bm8g","Tales of the borders and of Scotland :","1857-01-01","Book","Wilson, John Mackay","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t5v69bm8g"
439,"uc2.ark:/13960/t6639n76n","Memoir of George Wilson ...","1860-01-01","Book","Wilson, Jessie A.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t6639n76n"
440,"nc01.ark:/13960/t6h13x17k","Essays critical and imaginative,","1856-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=nc01.ark:/13960/t6h13x17k"
441,"loc.ark:/13960/t6sx6st1x","Leaves from my diary, containing incidents connected with a sea voyage taken May 20, 1899, from New York to Naples.","1900-01-01","Book","Wilson, Julia Virginia (Phelps)","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t6sx6st1x"
442,"uc2.ark:/13960/t6zw1hc4j","Noctes ambrosianæ,","1864-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t6zw1hc4j"
443,"uc2.ark:/13960/t78s4xx1d","Critical and miscellaneous essays.","1842-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t78s4xx1d"
444,"uc2.ark:/13960/t85h7kf1q","Noctes ambrosianæ,","1864-01-01","Book","Wilson, John","eng",2,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t85h7kf1q"
445,"loc.ark:/13960/t21c2nr4v","The gospel of foreign travel.","1891-01-01","Book","Winchester, C. W.","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t21c2nr4v"
446,"loc.ark:/13960/t82j73z31","Brown heath and blue bells :","1895-01-01","Book","Winter, William","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t82j73z31"
447,"loc.ark:/13960/t2r509s2w","Saunterings in Europe.","1882-01-01","Book","Wood, Charles","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t2r509s2w"
448,"loc.ark:/13960/t59c7mq9m","A Wall-Street bear in Europe :","1855-01-01","Book","Young, Samuel","eng",2,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t59c7mq9m"
449,"454Ptx","Reheated Cabbage","2009-01-01","short stories","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
450,"756Wtx","The Complete Short Stories","2001-01-01","short stories","Spark, Muriel",NULL,3,"http://www.muriel-spark.com"
451,"AndtheLandLayStill","And the Land Lay Still","2011-01-01","novel","Robertson, James",NULL,3,"http://www.penguin.co.uk"
452,"BertiePlaystheBlues","Bertie Plays the Blues","2011-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
453,"BertiesGuidetoLifeandMothers","Bertie's Guide to Life and Mothers","2013-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
454,"CandlemakerRow","Candlemaker Row","2015-01-01","short story","Alexander, Jane",NULL,3,"http://janealexander.net"
455,"CrimePages","Crime","2008-01-01","novel","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
456,"EspressoTales","Espresso Tales","2006-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
457,"FINALThePrimeofMissJeanBrodie","The Prime of Miss Jean Brodie","1961-01-01","novel","Spark, Muriel",NULL,3,"http://www.muriel-spark.com"
458,"FriendsLoversChocolate","Friends, Lovers, Chocolate","2005-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
459,"GhostMoon","Ghost Moon","2014-01-01","novel","Butlin, Ron",NULL,3,"http://www.saltpublishing.com"
460,"Johnstone_GoneAgain","Gone Again","2013-01-01","novel","Johnstone, Doug",NULL,3,"http://www.faber.co.uk"
461,"Johnstone_HitandRun","Hit and Run","2012-01-01","novel","Johnstone, Doug",NULL,3,"http://www.faber.co.uk"
462,"Johnstone_Smokeheads","Smokeheads","2011-01-01","novel","Johnstone, Doug",NULL,3,"http://www.faber.co.uk"
463,"Johnstone_TheDeadBeat","The Dead Beat","2014-01-01","novel","Johnstone, Doug",NULL,3,"http://www.faber.co.uk"
464,"Johnstone_TheOssians","The Ossians","2008-01-01","novel","Johnstone, Doug",NULL,3,"http://www.faber.co.uk"
465,"Johnstone_Tombstoning","Tombstoning","2006-01-01","novel","Johnstone, Doug",NULL,3,"http://www.faber.co.uk"
466,"MccallSmith_44ScotlandStreet","44 Scotland Street","2005-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
467,"Skagboys","Skagboys","2012-01-01","novel","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
468,"Spark_CurriculumVitae","Curriculum Vitae: A Volume of Autobiography","1992-01-01","autobiography","Spark, Muriel",NULL,3,"http://www.muriel-spark.com"
469,"SparkAllThePoems","All the Poems","2004-01-01","poems","Spark, Muriel",NULL,3,"http://www.muriel-spark.com"
470,"SparkGoldenFleecetextpress","The Golden Fleece","2014-01-01","essays","Spark, Muriel",NULL,3,"http://www.muriel-spark.com"
471,"SunshineonScotlandStreet","Sunshine on Scotland Street","2012-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
472,"TheCarefulUseofCompliments","The Careful Use of Compliments","2007-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
473,"TheCharmingQuirksofOthers","The Charming Quirks of Others","2010-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
474,"TheComfortofSaturdays","The Comfort of Saturdays","2008-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
475,"TheExistentialDetective","The Existential Detective","2014-01-01","novel","Thompson, Alice",NULL,3,"http://www.saltpublishing.com"
476,"TheForgottenAffairsofYouth","The Forgotten Affairs of Youth","2011-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
477,"TheImportanceofBeingSeven","The Importance of Being Seven","2010-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
478,"TheLostArtofGratitude","The Lost Art of Gratitude","2009-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
479,"TheMagiciansofEdinburgh","The Magicians of Edinburgh","2012-01-01","poems","Butlin, Ron",NULL,3,"http://www.birlinn.co.uk"
480,"TheRightAttitudetoRain","The Right Attitude to Rain","2006-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
481,"TheSundayPhilosophyClub","The Sunday Philosophy Club","2004-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
482,"TheTestamentofGideonMack","The Testament of Gideon Mack","2007-01-01","novel","Robertson, James",NULL,3,"http://www.penguin.co.uk"
483,"TheUnbearableLightnessofScones","The Unbearable Lightness of Scones","2008-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
484,"TheUncommonAppealofClouds","The Uncommon Appeal of Clouds","2012-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
485,"TheWaiting","The Waiting","2012-01-01","novel","Claire, Regi",NULL,3,"http://www.word-power.co.uk"
486,"TheWorldAccordingtoBertie","The World According to Bertie","2007-01-01","novel","McCall Smith, Alexander",NULL,3,"http://www.alexandermccallsmith.co.uk"
487,"Welsh_Ecstasy","Ecstasy: Three Tales of Chemical Romance","1996-01-01","short stories","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
488,"Welsh_Filth","Filth","1998-01-01","novel","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
489,"Welsh_MarabouStorkNightmares","Marabou Stork Nightmares","1995-01-01","novel","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
490,"Welsh_Porno","Porno","2002-01-01","novel","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
491,"Welsh_Trainspotting","Trainspotting","1993-01-01","novel","Welsh, Irvine",NULL,3,"http://www.randomhouse.co.uk/authors/irvine-welsh"
492,"75946050","Highland monthly","1892-01-01",NULL,"Anonymous","eng",4,"http://digital.nls.uk/75946050"
493,"78785287","Darien papers","1695-01-01",NULL,"Anonymous","eng",5,"http://digital.nls.uk/78785287"
494,"78790884","Book editions","1893-01-01",NULL,"Anonymous","eng",6,"http://digital.nls.uk/78790884"
495,"80083263","Leaves from my autography","1876-01-01",NULL,"Anonymous","eng",5,"http://digital.nls.uk/80083263"
496,"80261802","Letters and papers relating to Patrick, Master of Gray, afterwards seventh Lord Gray",NULL,NULL,"Anonymous","eng",5,"http://digital.nls.uk/80261802"
497,"81712809","Reminiscences of Scottish life and character","1861-01-01",NULL,"Anonymous","eng",4,"http://digital.nls.uk/81712809"
498,"81908351","Scottish eccentrics","1936-01-01",NULL,"Anonymous","eng",4,"http://digital.nls.uk/81908351"
499,"81993212","Selections from the family papers preserved at Caldwell",NULL,NULL,"Anonymous","eng",5,"http://digital.nls.uk/81993212"
500,"82551411","Boswelliana","1876-01-01",NULL,"Anonymous","eng",5,"http://digital.nls.uk/82551411"
501,"91280314","Ninety years of work and play","1914-01-01",NULL,"Anonymous","eng",7,"http://digital.nls.uk/91280314"
502,"94906406","Perthshire in bygone days","1879-01-01",NULL,"Anonymous","eng",8,"http://digital.nls.uk/94906406"
503,"95163602","Arniston memoirs","1887-01-01",NULL,"Anonymous","eng",8,"http://digital.nls.uk/95163602"
504,"95700091","John Leech and other papers",NULL,NULL,"Anonymous","eng",8,"http://digital.nls.uk/95700091"
505,"95743043","Memoir of James Wyld of Gilston, and his family","1889-01-01",NULL,"Anonymous","eng",8,"http://digital.nls.uk/95743043"
506,"99396143","Books",NULL,NULL,"Anonymous","eng",6,"http://digital.nls.uk/99396143"
507,"4530","A tour thro' the whole island of Great Britain: Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; ... By a gentleman. ... [pt.4]","1742-01-01",NULL,"Defoe, Daniel","eng",9,"http://ota.ox.ac.uk/id/4530"
508,"3083","The Pickwick Papers",NULL,NULL,"Dickens, Charles","eng",9,"http://ota.ox.ac.uk/id/3083"
509,"4747","Travels, in various parts of Europe, Asia, and Africa, during a series of thirty years and upwards. By John MacDonald,","1790-01-01",NULL,"MacDonald, John","eng",9,"http://ota.ox.ac.uk/id/4747"
510,"5284","A tour in Scotland: MDCCLXIX.","1771-01-01",NULL,"Pennant, Thomas","eng",9,"http://ota.ox.ac.uk/id/5284"
511,"3051","The antiquary",NULL,NULL,"Scott, Walter","eng",9,"http://ota.ox.ac.uk/id/3051"
512,"3130","The wrecker","1896-01-01",NULL,"Stevenson, Robert Louis","eng",9,"http://ota.ox.ac.uk/id/3130"
513,"5148","Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ... [pt.3]","1790-01-01",NULL,"Wilkinson, Tate","eng",9,"http://ota.ox.ac.uk/id/5148"
514,"21738","Hunted and Harried",NULL,NULL,"Ballantyne, R. M. (Robert Michael)","eng",10,"http://www.gutenberg.org/ebooks/21738"
515,"10046","Salute to Adventurers","1798-01-01",NULL,"Buchan, John","eng",10,"http://www.gutenberg.org/ebooks/10046"
516,"40014","John Burnet of Barns: A Romance","1899-01-01",NULL,"Buchan, John","eng",10,"http://www.gutenberg.org/ebooks/40014"
517,"42843","Life and Correspondence of David Hume, Volume I (of 2)",NULL,NULL,"Burton, John Hill","eng",10,"http://www.gutenberg.org/ebooks/42843"
518,"33319","Zigzag Journeys in Europe: Vacation Rambles in Historic Lands","1882-01-01",NULL,"Butterworth, Hezekiah","eng",10,"http://www.gutenberg.org/ebooks/33319"
519,"23736","The Dew of Their Youth","1910-01-01",NULL,"Crockett, Samuel Rutherford","eng",10,"http://www.gutenberg.org/ebooks/23736"
520,"12549","Recollections of a Long Life; An Autobiography","1902-01-01",NULL,"Cuyler, Theodore L. (Theodore Ledyard)","eng",10,"http://www.gutenberg.org/ebooks/12549"
521,"13152","The Firm of Girdlestone",NULL,NULL,"Doyle, Arthur Conan","eng",10,"http://www.gutenberg.org/ebooks/13152"
522,"42770-0","The Story of My Life, volumes 4-6","1900-01-01",NULL,"Hare, Augustus J. C. (Augustus John Cuthbert)","eng",10,"http://www.gutenberg.org/ebooks/42770"
523,"2276","The Private Memoirs and Confessions of a Justified Sinner","1687-01-01",NULL,"Hogg, James","eng",10,"http://www.gutenberg.org/ebooks/2276"
524,"28366","Nancy Stair: A Novel","1904-01-01",NULL,"Lane, Elinor Macartney","eng",10,"http://www.gutenberg.org/ebooks/28366"
525,"14416","Stories of the Border Marches","1916-01-01",NULL,"Lang, John","eng",10,"http://www.gutenberg.org/ebooks/14416"
526,"jnasm10","James Nasmyth, Engineer: An Autobiography","1897-01-01",NULL,"Nasmyth, James","eng",10,"http://www.gutenberg.org/ebooks/476"
527,"20034-8","Scottish Ghost Stories","1911-01-01",NULL,"O'Donnell, Elliott","eng",10,"http://www.gutenberg.org/ebooks/20034"
528,"33883-8","Friend Mac Donald","1887-01-01",NULL,"O'Rell, Max","eng",10,"http://www.gutenberg.org/ebooks/33883"
529,"25701","Royal Edinburgh; Her Saints, Kings, Prophets and Poets","1891-01-01",NULL,"Oliphant, Margaret","eng",10,"http://www.gutenberg.org/ebooks/25701"
530,"jrcl810","The Junior Classics - Volume 8: Animal and Nature Stories","1917-01-01",NULL,"Selected and arranged by William Patten","eng",10,"http://www.gutenberg.org/ebooks/8075"
531,"27449-8","Border Ghost Stories","1919-01-01",NULL,"Pease, Howard","eng",10,"http://www.gutenberg.org/ebooks/27449"
532,"39781-8","Cape of Storms","1895-01-01",NULL,"Pollard, Percival","eng",10,"http://www.gutenberg.org/ebooks/39781"
533,"41001","The Red Room","1907-01-01",NULL,"Le Queux, William","eng",10,"http://www.gutenberg.org/ebooks/41001"
534,"39982","The Weird of the Wentworths, Vol. 1; A Tale of George IV's Time",NULL,NULL,"Scotus, Johannes","eng",10,"http://www.gutenberg.org/ebooks/39982"
535,"41445","Frankenstein; Or, The Modern Prometheus","1818-01-01",NULL,"Shelley, Mary Wollstonecraft","eng",10,"http://www.gutenberg.org/ebooks/41445"
536,"3814","Robert Louis Stevenson","1906-01-01",NULL,"Simpson, E. Blantyre (Evelyn Blantyre)","eng",10,"http://www.gutenberg.org/ebooks/3814"
537,"32811","Holiday House: A Series of Tales","1839-01-01",NULL,"Sinclair, Catherine","eng",10,"http://www.gutenberg.org/ebooks/32811"
538,"2160","The Expedition of Humphry Clinker",NULL,NULL,"Smollett, T. (Tobias)","eng",10,"http://www.gutenberg.org/ebooks/2160"
539,"slfrs10","Self-Raised; Or, From the Depths",NULL,NULL,"Southworth, Emma Dorothy Eliza Nevitte","eng",10,"http://www.gutenberg.org/ebooks/6376"
540,"4224","Mr. Hogarth's Will",NULL,NULL,"Spence, Catherine Helen","eng",10,"http://www.gutenberg.org/ebooks/4224"
541,"14133-8","David Balfour; Being Memoirs Of His Adventures At Home And Abroad, The Second Part: In Which Are Set Forth His Misfortunes Anent The Appin Murder; His Troubles With Lord Advocate Grant; Captivity On The Bass Rock; Journey Into Holland And France; And Singular Relations With James More Drummond Or Macgregor, A Son Of The Notorious Rob Roy, And His Daughter Catriona","1905-01-01",NULL,"Stevenson, Robert Louis","eng",10,"http://www.gutenberg.org/ebooks/14133"
542,"14133","David Balfour; Being Memoirs Of His Adventures At Home And Abroad, The Second Part: In Which Are Set Forth His Misfortunes Anent The Appin Murder; His Troubles With Lord Advocate Grant; Captivity On The Bass Rock; Journey Into Holland And France; And Singular Relations With James More Drummond Or Macgregor, A Son Of The Notorious Rob Roy, And His Daughter Catriona","1905-01-01",NULL,"Stevenson, Robert Louis","eng",10,"http://www.gutenberg.org/ebooks/14133"
543,"15693","T. De Witt Talmage; As I Knew Him","1912-01-01",NULL,"Talmage, Eleanor McCutcheon","eng",10,"http://www.gutenberg.org/ebooks/15693"
544,"12326","The Story of My Life; Recollections and Reflections","1909-01-01",NULL,"Terry, Ellen","eng",10,"http://www.gutenberg.org/ebooks/12326"
545,"1355","The Underground City; Or, The Black Indies; (Sometimes Called The Child of the Cavern)",NULL,NULL,"Verne, Jules","eng",10,"http://www.gutenberg.org/ebooks/1355"
546,"1217","Penelope's Experiences in Scotland; Being Extracts from the Commonplace Book of Penelope Hamilton","1913-01-01",NULL,"Wiggin, Kate Douglas Smith","eng",10,"http://www.gutenberg.org/ebooks/1217"
547,"life","Life of Sir Walter Scott,","1870-01-01","Book","Lockhart, J. G.","eng",11,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t9x070z1b"
548,"abbot","The Abbot","1820-01-01","Book","Scott, Walter","eng",11,"http://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t0zp4rz7x"
549,"antiquary","The antiquary",NULL,NULL,"Scott, Walter","eng",11,"http://ota.ox.ac.uk/id/3051"
550,"chronicles","Chronicles of the Canongate","1827-01-01",NULL,"Scott, Walter","eng",11,"http://www.gutenberg.org/ebooks/1828"
551,"grandfather","Tales of a Grandfather","1865-01-01",NULL,"Scott, Walter","eng",11,"https://historicaltexts.jisc.ac.uk/bl-003318070"
552,"guy","Guy Mannering","1868-01-01","Book","Scott, Walter","eng",11,"http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t39031p4v"
553,"heart","The Heart of Midlothian","1818-01-01","novel","Scott, Walter",NULL,11,NULL
554,"journal","The Journal of Sir Walter Scott","1891-01-01","Book","Scott, Walter","eng",11,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t7jq0vz0t"
555,"mortality","Old Mortality ... With sixteen illustrations by Sidney Paget","1898-01-01",NULL,"Scott, Walter","eng",11,"https://historicaltexts.jisc.ac.uk/bl-003317922"
556,"nigel","The Fortunes of Nigel","1880-01-01","Book","Scott, Walter","eng",11,"http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t9862md7s"
557,"redgauntlet","Redgauntlet","1852-01-01",NULL,"Scott, Walter","eng",11,"https://historicaltexts.jisc.ac.uk/bl-003317067-18"
558,"waverley","Waverley","1814-01-01","novel","Scott, Walter",NULL,11,NULL
