id,text,lat,lon,sector,method
7657,Rest and Be Thankful,55.9477108,-3.2639521,Western Edinburgh,exact
7761,Caledonian Hotel,55.949481,-3.207163,New Town,nearest(0.000864)
7883,District Court,55.977598,-3.600659,Outer Scotland,outside
7904,West Lothian,55.916667,-3.5,Outer Scotland,outside
7905,Palace of Holyrood House,55.9528587,-3.1703442,Canongate,exact
7906,Royal Circus,55.9565,-3.2041,New Town,exact
7907,Drummond Place,55.9582,-3.195,New Town,exact
7933,Town House,55.9410318,-3.2086108,South Central,nearest(0.000303)
7977,Prince's Street,55.9518,-3.1985,New Town,exact
7978,County Buildings,55.95513,-2.780934,Outer Scotland,outside
8137,Skateraw,55.971939,-2.427744,Outer Scotland,outside
8138,Broxmouth,55.988519,-2.480662,Outer Scotland,outside
8146,Pinkie House,55.94247,-3.044147,Portobello/Craigmillar,nearest(0.030224)
8150,Seton,55.963502,-2.94187,Portobello/Craigmillar,nearest(0.132371)
8155,Hilltown,55.9197454,-3.1040176,Portobello/Craigmillar,nearest(0.008565)
8194,Ravelston,55.9519283,-3.2469759,Western Edinburgh,exact
8221,Haddington,55.956506,-2.786343,Outer Scotland,outside
8244,Morrison's Close,55.950427,-3.186566,Old Town,exact
8245,Bakehouse Close,55.9509,-3.1788,Canongate,exact
8384,Linlithgow,55.976389,-3.607228,Outer Scotland,outside
8385,City Chambers,55.950282,-3.190357,Old Town,exact
8413,Chapel Royal,55.952545,-3.171737,Canongate,exact
8465,Castlehill,55.9489,-3.1954,Old Town,exact
8492,Broomhill,55.8275485,-3.2260438,Pentlands,nearest(0.048862)
8496,Mayfield,55.9342921,-3.1739627,South Central,exact
8498,Kirkliston,55.954176,-3.402737,Almond,exact
8512,Ratho,55.9214987,-3.383414,Pentlands,exact
8532,Jeffrey Street,55.950606,-3.186572,Old Town,exact
8544,Dominican Monastery,55.975533,-3.603987,Outer Scotland,outside
8588,Davidson's Mains,55.9659948,-3.2789422,Almond,exact
8589,Inverleith Row,55.9669,-3.2049,Inverleith,exact
8591,Huntly Street,55.9626,-3.1995,Inverleith,exact
8592,Broughton Street,55.9578,-3.189,New Town,exact
8597,Dumbiedykes,55.9472686,-3.178441,South Central,nearest(0.000417)
8602,Luckenbooths,55.949755,-3.191029,Old Town,exact
8631,St Cuthbert's,55.9076063,-3.2536486,Pentlands,exact
8632,Lochend Close,55.95196,-3.177949,Canongate,exact
8633,Fountain Close,55.950351,-3.185122,Old Town,exact
8640,Juniper Green,55.9030198,-3.2730931,Pentlands,exact
8648,Fleshmarket,55.957466,-2.776753,Outer Scotland,outside
8657,Buccleuch Place,55.9429,-3.1865,South Central,exact
8658,Windmill Lane,55.9431,-3.1862,South Central,exact
8659,Windmill Street,55.944,-3.1864,South Central,exact
8660,Potterrow,55.9466,-3.1877,Old Town,exact
8661,Horse Wynd,55.948336,-3.189064,Old Town,exact
8662,Nicolson Street,55.9467,-3.1857,South Central,exact
8664,St John's Hill,55.948765,-3.181871,Old Town,exact
8666,Nicolson Square,55.9461,-3.1858,South Central,exact
8670,Brighton Street,55.9464,-3.1892,Old Town,exact
8671,Lauriston Place,55.9453,-3.191,Old Town,exact
8674,Pilrig,55.9680589,-3.1817222,Leith,exact
8675,George Square,55.943389,-3.189553,South Central,exact
8677,Forrest Road,55.9454,-3.1909,Old Town,exact
8678,Stevenlaw's Close,55.9489,-3.1881,Old Town,exact
8685,Marshall Street,55.9458,-3.1866,South Central,exact
8687,Ormiston,55.883972,-3.441387,Outer Scotland,outside
8691,Tron Kirk,55.9498788,-3.1875276,Old Town,exact
8692,The Meadows,55.9453058,-3.1909968,Old Town,exact
8695,West Nicolson Street,55.9447,-3.185,South Central,exact
8707,West Register Street,55.9536,-3.1906,New Town,exact
8708,York Place,55.9563,-3.1902,New Town,exact
8710,St Andrew Square,55.9537787,-3.1937825,New Town,exact
8712,New Street,55.9451,-3.0599,Portobello/Craigmillar,nearest(0.014344)
8715,Leith Walk,55.9671,-3.1748,Leith,exact
8717,Infirmary Street,55.9482,-3.1853,Old Town,exact
8718,Blair Street,55.9492,-3.1876,Old Town,exact
8719,Niddry Street,55.9495,-3.1868,Old Town,exact
8721,Blacket Place,55.9361,-3.1743,South Central,exact
8722,Lauder Road,55.9346,-3.1867,South Central,exact
8725,Forres Street,55.9538,-3.2078,New Town,exact
8726,Market Street,55.9508,-3.1915,New Town,exact
8729,Hunter Square,55.9497,-3.1876,Old Town,exact
8732,Drummond Street,55.9478,-3.1841,Old Town,exact
8733,West Richmond Street,55.9457,-3.1831,South Central,exact
8734,Maitland Street,55.9437,-3.0704,Portobello/Craigmillar,nearest(0.006374)
8737,Dick Place,55.9338,-3.1863,South Central,exact
8740,Hill Place,55.9463,-3.1842,South Central,exact
8742,London Road,55.956,-3.1595,Craigentinny/Duddingston,exact
8749,Leith Street,55.9548,-3.1871,New Town,exact
8750,Buccleuch Street,55.9425,-3.1843,South Central,exact
8752,Royal Terrace,55.9569,-3.1783,Leith,nearest(0.000946)
8755,Pilrig Street,55.9657,-3.1805,Leith,exact
8759,Clerk Street,55.9423,-3.1823,South Central,exact
8761,Elder Street,55.9555,-3.1904,New Town,exact
8764,Potterrow,55.9458,-3.1871,South Central,exact
8766,St Margaret's Loch,55.9517029,-3.1626167,Craigentinny/Duddingston,exact
8769,Mayfield,55.87465,-3.0376966,Liberton/Gilmerton,nearest(0.058890)
8770,Minto Street,55.9343,-3.1747,South Central,exact
8775,Thistle Street,55.9543,-3.1977,New Town,exact
8784,Bonnington,55.9713728,-3.1839339,Leith,exact
8793,Scotland Street,55.9599,-3.1951,Inverleith,exact
8795,South Gray's Close,55.9495,-3.1849,Old Town,exact
8797,Bonnington Road,55.9707,-3.1799,Leith,exact
8798,Barony Street,55.958,-3.1911,New Town,nearest(0.000095)
8799,Leith Street,55.954378,-3.186847,New Town,exact
8802,Industrial School,55.960643,-3.179991,Leith,exact
8814,Buccleuch Street,55.892696,-3.0718,Liberton/Gilmerton,nearest(0.020381)
8821,East Calder,55.8947272,-3.4630602,Outer Scotland,outside
8822,Bathgate,55.907517,-3.644212,Outer Scotland,outside
8830,Minto Street,55.9365,-3.177,South Central,exact
8847,Commercial Inn,55.851787,-3.569731,Outer Scotland,outside
8851,Great King Street,55.9578,-3.1996,New Town,exact
8852,Drummond Place,55.958565,-3.195176,New Town,exact
8906,University of Edinburgh,55.94757,-3.181851,South Central,exact
8920,Graham Street,55.9725,-3.1864,Leith,exact
8921,Keir Street,55.9454,-3.1975,Old Town,nearest(0.000855)
8959,North Queensferry,56.0100806,-3.3942239,Almond,nearest(0.011285)
8960,South Queensferry,55.9898274,-3.3972947,Almond,exact
8962,Cramond Brig,55.9652866,-3.3173288,Almond,exact
8963,Nether Bow Port,55.950621,-3.184278,Old Town,exact
8980,Cant's Close,55.950066,-3.186715,Old Town,exact
9236,Prestonfield House,55.937303,-3.158726,South Central,exact
9285,The Shandon,55.9333493,-3.2349297,South West,exact
9360,Harelaw,55.979342,-2.881245,Portobello/Craigmillar,nearest(0.194550)
9466,The Grove,55.9408,-3.0396,Portobello/Craigmillar,nearest(0.035041)
9505,Candlemaker Row,55.9474,-3.1922,Old Town,exact
9513,Waterloo Place,55.9539,-3.1858,New Town,nearest(0.000036)
9525,Frederick Street,55.9515,-3.1995,New Town,exact
9528,Home Farm,55.981179,-3.330502,Almond,exact
9531,The Den,56.029338,-2.687215,Outer Scotland,outside
9532,The White House,55.932772,-3.200256,South Central,exact
9535,Leith Walk,55.9601,-3.1822,Leith,exact
9836,Stenton,55.961825,-2.601426,Outer Scotland,outside
9847,Muirhouse,55.9667115,-3.2528178,Almond,exact
9957,The Murrays,55.886178,-2.946247,Portobello/Craigmillar,nearest(0.140383)
9959,Gayfield Square,55.9592164,-3.1859645,Leith,nearest(0.001160)
10128,St Leonard's Hill,55.9438,-3.1787,South Central,exact
10432,House of Dean,55.952941,-3.223478,Western Edinburgh,exact
10461,Craig's Close,55.949945,-3.189914,Old Town,exact
10563,Old Manse,55.825312,-3.009432,Liberton/Gilmerton,nearest(0.110574)
10643,Lugton,55.897625,-3.077469,Liberton/Gilmerton,nearest(0.013513)
10645,Loanhead,55.8792324,-3.1477199,Liberton/Gilmerton,nearest(0.010596)
10646,Roslin,55.854994,-3.168479,Liberton/Gilmerton,nearest(0.034953)
10663,St Germains,55.957575,-2.918854,Portobello/Craigmillar,nearest(0.154862)
10722,Traprain,55.973297,-2.654608,Outer Scotland,outside
10724,Blackhall,55.9575056,-3.2573799,Inverleith,exact
10886,Whitelaw,55.944881,-2.698078,Outer Scotland,outside
10912,Bridge-End,55.81875,-3.702395,Outer Scotland,outside
11175,Niddry,55.9313817,-3.1221785,Portobello/Craigmillar,exact
11228,Saughton,55.9297516,-3.2712758,South West,exact
11253,Polwarth,55.931354,-3.2279834,South West,exact
11330,Belhaven,56.004177,-2.518988,Outer Scotland,outside
11375,Pinkie House,55.943695,-3.0449,Portobello/Craigmillar,nearest(0.029220)
11387,St Ninian's,56.00005,-2.511141,Outer Scotland,outside
11452,Moredun,55.9136071,-3.1420507,Liberton/Gilmerton,exact
11466,Kirkgate,55.913,-3.1609,Liberton/Gilmerton,exact
11604,Marchmont,55.9357079,-3.1994664,South Central,exact
11644,Bankton,55.953547,-2.951237,Portobello/Craigmillar,nearest(0.122338)
11656,Green Mantle,55.943894,-3.183804,South Central,exact
11697,Charity Workhouse,55.946154,-3.191655,Old Town,exact
11752,Prestonfield,55.9396173,-3.1630777,South Central,exact
11864,Inverleith,55.9661275,-3.214736,Inverleith,exact
11917,Ashburnham,55.98749,-3.385685,Almond,exact
11992,Belhaven,55.993743,-2.54663,Outer Scotland,outside
12005,Fountainhall,55.898259,-2.920729,Portobello/Craigmillar,nearest(0.161186)
12015,Gray's Mill,55.925,-3.255277,South West,exact
12019,Pinkie House,55.941674,-3.041564,Portobello/Craigmillar,nearest(0.032922)
12039,Comely Bank,55.9586,-3.2246,Inverleith,exact
12041,Rock Garden,55.9640301,-3.2055016,Inverleith,exact
12044,The Tron,55.949965,-3.187833,Old Town,exact
12068,Raeburn Place,55.9591,-3.2125,Inverleith,exact
12069,Dreghorn,55.894086,-3.232499,Pentlands,exact
12075,River Almond,55.9782353,-3.301899,Almond,exact
12076,Granton Harbour,55.984299,-3.222737,Forth,exact
12084,The Grange,55.9312143,-3.1922355,South Central,exact
12085,Grange Loan,55.9319,-3.1846,South Central,exact
12089,Alva Street,55.9503,-3.2106,New Town,nearest(0.001415)
12096,Whitehouse Loan,55.936,-3.2018,South Central,exact
12097,Queensferry Street,55.952,-3.2129,Inverleith,nearest(0.000308)
12099,North Berwick Law,56.045887,-2.715923,Outer Scotland,outside
12101,Eton Terrace,55.9544,-3.2134,Inverleith,exact
12107,Causewayside,55.9379,-3.1811,South Central,exact
12121,Old Pentland,55.884448,-3.180715,Pentlands,nearest(0.007279)
12123,Hillend,55.883005,-3.208168,Pentlands,nearest(0.000056)
12129,Penicuik,55.8274348,-3.2212058,Pentlands,nearest(0.051733)
12137,Leith Docks,55.975912,-3.171322,Leith,exact
12189,Embra,55.949428,-3.192704,Old Town,exact
12200,Edinburgh Road,55.9452,-3.0727,Portobello/Craigmillar,nearest(0.003682)
12202,Hunter's Tryst,55.9022196,-3.2209447,Pentlands,exact
12239,The Hebrides,55.9508683,-3.1907539,New Town,exact
12251,Kingsburgh House,55.9457951,-3.2413268,Western Edinburgh,exact
12265,Bonaly Tower,55.8971,-3.25871,Pentlands,exact
12271,Glencorse Reservoir,55.8632911,-3.2541424,Pentlands,nearest(0.005580)
12274,Synod Hall,55.947651,-3.204048,New Town,nearest(0.001108)
12280,Blackford Hill,55.9230563,-3.1949734,South Central,exact
12284,Dalkeith Road,55.9339,-3.1669,South Central,exact
12298,Carfrae,55.918054,-2.67686,Outer Scotland,outside
12352,Randolph Crescent,55.9523,-3.2118,New Town,exact
12359,Murrayfield,55.9458235,-3.2474685,Western Edinburgh,exact
12360,Albany Street,55.9577,-3.1889,New Town,exact
12361,Pitt Street,55.9734,-3.1855,Leith,exact
12362,India Place,55.9566,-3.2089,Inverleith,exact
12364,Hermiston,55.9181217,-3.3189497,Pentlands,exact
12365,Queensferry Road,55.9619,-3.2836,Almond,exact
12366,Montgomery Street,55.9594,-3.1774,Leith,exact
12437,Glencorse,55.8554146,-3.1912281,Pentlands,nearest(0.032378)
12442,The Vennel,55.946192,-3.197005,Old Town,nearest(0.000116)
12444,Swanston Cottage,55.89504,-3.221463,Pentlands,exact
12473,Broad Law,55.776693,-3.042578,Outer Scotland,outside
12494,North Bridge Street,55.901957,-3.643336,Outer Scotland,outside
12500,Blinkbonny,55.8967238,-3.3009555,Pentlands,exact
12502,Kirk Brae,55.9165,-3.1636,Liberton/Gilmerton,exact
12506,Damhead,55.8771273,-3.1946047,Pentlands,nearest(0.014103)
12515,Black Bull Inn,55.947356,-3.197521,Old Town,exact
12527,Black Bull Hotel,55.955818,-2.775919,Outer Scotland,outside
12722,Roslin Castle,55.852585,-3.160021,Liberton/Gilmerton,nearest(0.036569)
12724,Canongate Churchyard,55.951713,-3.179895,Canongate,exact
12740,Grange,55.991417,-3.604196,Outer Scotland,outside
12752,Niddrie Castle,55.9538653,-3.4506925,Outer Scotland,outside
12754,Barnbougle Castle,55.99246,-3.33424,Almond,exact
12757,Hawes Inn,55.990346,-3.385002,Almond,exact
12760,Winchburgh,55.9594409,-3.4588161,Outer Scotland,outside
12773,Kirknewton,55.8893833,-3.4216614,Outer Scotland,outside
13078,The Black Bull Inn,55.947356,-3.197521,Old Town,exact
13083,Bankhead,55.9234549,-3.3105367,Pentlands,exact
13109,Bridge Inn,55.923193,-3.378828,Pentlands,exact
13144,Burgh Muir,55.935023,-3.218111,South Central,exact
13154,High Riggs,55.9454,-3.2023,Old Town,nearest(0.001859)
13180,Teviotdale House,55.9324305,-3.1819777,South Central,exact
13202,Dowie's Tavern,55.948661,-3.192597,Old Town,exact
13313,Tailor's Hall,55.94813,-3.189955,Old Town,exact
13347,Redcliff,55.957401,-2.634303,Outer Scotland,outside
13354,Abbey Inn,55.870554,-3.067961,Liberton/Gilmerton,nearest(0.037422)
13355,The Salisbury,55.9378284,-3.1769888,South Central,exact
13442,Melville's Monument,55.9542388,-3.1931767,New Town,exact
13443,Queen's Gardens,55.9595,-3.2473,Inverleith,exact
13445,Dalkeith House,55.8993743,-3.0679,Liberton/Gilmerton,nearest(0.022838)
13446,Melville Castle,55.89108,-3.109219,Liberton/Gilmerton,nearest(0.007211)
13447,Dalmeny House,55.987934,-3.3351956,Almond,exact
13472,Hailes,55.966066,-2.690418,Outer Scotland,outside
13479,Newbigging,55.9407,-3.0481,Portobello/Craigmillar,nearest(0.026934)
13483,King's Stables,55.946965,-3.200712,Old Town,exact
13487,Grey Horse,55.9332168,-3.1662616,South Central,exact
13510,Cannongate,55.9528675,-3.1753186,Canongate,exact
13515,Elphinstone Tower,55.916961,-2.988629,Portobello/Craigmillar,nearest(0.090951)
13517,St Mary's Church,55.948322,-3.199745,Old Town,exact
13518,Kirkgate,55.9129,-3.1614,Liberton/Gilmerton,exact
13525,Canongate Kirk,55.951711,-3.1793482,Canongate,exact
13527,Roxburgh Street,55.9476,-3.1833,South Central,exact
13530,Magdalen Chapel,55.947934,-3.192511,Old Town,exact
13531,Bess Wynd,55.949479,-3.191662,Old Town,exact
13532,St Margaret's Well,55.950912,-3.1684417,Craigentinny/Duddingston,exact
13536,Coatfield Lane,55.9727,-3.1694,Leith,exact
13539,Roseburn House,55.9432078,-3.2383731,Western Edinburgh,exact
13541,East Kirk,55.895454,-3.068821,Liberton/Gilmerton,nearest(0.022423)
13542,Couper Street,55.976749,-3.177757,Leith,exact
13547,St Andrew's Church,55.97063,-3.169271,Leith,exact
13548,Fountainhall,55.898668,-2.920019,Portobello/Craigmillar,nearest(0.161730)
13549,Bristo Port,55.946431,-3.190927,Old Town,exact
13550,Hunter's Close,55.9476,-3.1945,Old Town,exact
13552,St John's Church,55.901025,-3.638419,Outer Scotland,outside
13555,Governor's House,55.9531365,-3.1852817,New Town,nearest(0.000250)
13556,Bore Stane,55.8241723,-3.3689699,Pentlands,exact
13561,St Margaret's Chapel,55.9487175,-3.2001091,Old Town,exact
13562,Ratho,55.923548,-3.377625,Pentlands,exact
13574,St Cuthbert's Church,55.949587,-3.205453,New Town,nearest(0.000108)
13578,Greenbank,55.9158297,-3.218674,South Central,exact
13579,Brown's Court,55.951831,-3.178297,Canongate,exact
13581,Castle Road,55.958178,-3.455885,Outer Scotland,outside
13582,Boswell's Court,55.948784,-3.195644,Old Town,exact
13584,Ramsay Garden,55.9493,-3.1964,Old Town,exact
13588,Trinity House,55.9722797,-3.1713852,Leith,exact
13597,Gladstone's Land,55.949477,-3.193759,Old Town,exact
13598,Comiston,55.9209851,-3.2140782,South Central,exact
13600,South St David Street,55.953,-3.1936,New Town,exact
13601,Bank Street,55.9498,-3.1929,Old Town,exact
13608,St John's Close,55.950938,-3.181425,Canongate,exact
13610,Fisher's Close,55.949183,-3.193478,Old Town,exact
13611,Roman Eagle Hall,55.94906,-3.19317,Old Town,exact
13614,Robert Gourlay's House,55.949196,-3.193094,Old Town,exact
13615,Borthwick Castle,55.82644,-3.007737,Liberton/Gilmerton,nearest(0.111073)
13628,Fettes Row,55.9593,-3.2002,Inverleith,exact
13635,Blackcastle,55.820626,-2.943202,Liberton/Gilmerton,nearest(0.167646)
13647,Advocate's Close,55.949931,-3.191355,Old Town,exact
13649,Roxburgh's Close,55.949843,-3.191192,Old Town,exact
13656,Old Stamp Office Close,55.950134,-3.188959,Old Town,exact
13662,Weigh House,55.949093,-3.194372,Old Town,exact
13669,Barringer's Close,55.950523,-3.185928,Old Town,exact
13673,St Mary's Chapel,55.945991,-3.19924,Old Town,exact
13674,Dickson's Close,55.949259,-3.18653,Old Town,exact
13679,Cardinal Beaton's House,55.94909,-3.185404,Old Town,exact
13681,Todrick's Wynd,55.950252,-3.186064,Old Town,exact
13690,Tweeddale House,55.950015,-3.184584,Old Town,exact
13693,World's End Close,55.950357,-3.184482,Old Town,exact
13695,Morocco Land,55.950848,-3.183376,Old Town,exact
13696,Belton,55.984612,-2.578556,Outer Scotland,outside
13697,New Street,55.9519,-3.1827,Canongate,exact
13698,Kinloch's Close,55.950331,-3.187204,Old Town,exact
13699,Playhouse Close,55.950843,-3.181999,Canongate,exact
13704,St John's Hill,55.9488,-3.1816,Old Town,exact
13705,Shoemakers' Land,55.951191,-3.181257,Canongate,exact
13709,Bakehouse Close,55.95112,-3.179381,Canongate,exact
13710,Milton House,55.951635,-3.177202,Canongate,exact
13712,St Margaret's Convent,55.934604,-3.200441,South Central,exact
13714,Reid's Close,55.9514,-3.1761,Canongate,exact
13715,Nisbet of Dirleton's House,55.951975,-3.176892,Canongate,exact
13717,Gosford House,55.97922,-2.88948,Portobello/Craigmillar,nearest(0.186396)
13718,Panmure House,55.952243,-3.178438,Canongate,exact
13720,Golfer's Land,55.95223,-3.176948,Canongate,exact
13724,St Thomas's Hospital,55.952804,-3.175188,Canongate,exact
13728,St Leonard's Lane,55.9431,-3.1783,South Central,exact
13732,Robertson's Close,55.9485,-3.186,Old Town,exact
13737,Collegiate Church of St Mary in the Fields,55.947276,-3.187591,Old Town,exact
13738,The Wynd,55.903362,-2.745442,Outer Scotland,outside
13753,Weir's Close,55.950823,-3.182158,Canongate,exact
13755,Wrychtishousis,55.939541,-3.206405,South Central,exact
13756,Upper Bow,55.9489,-3.1941,Old Town,exact
13762,South College Street,55.947,-3.187,Old Town,exact
13764,Chapel Street,55.9443,-3.1858,South Central,exact
13769,St Ninian's Chapel,55.975719,-3.610405,Outer Scotland,outside
13770,St Ninian's Row,55.954,-3.1875,New Town,exact
13774,Sheriff Brae,55.9747,-3.1742,Leith,exact
13775,St Giles' Street,55.9499,-3.1921,Old Town,exact
13778,Coalhill,55.9749,-3.1731,Leith,exact
13780,Bernard Street,55.9758,-3.1679,Leith,exact
13781,Tolbooth Wynd,55.9743,-3.1708,Leith,exact
13783,Constitution Street,55.9729,-3.1685,Leith,exact
13790,St Stephen's Church,55.9587,-3.203526,Inverleith,exact
13791,Old Broughton,55.9581,-3.1919,New Town,exact
13792,Bell's Mills,55.950204,-3.222239,Inverleith,exact
13794,Picardy Place,55.9569412,-3.1875252,New Town,exact
13796,Edynburgh,55.949428,-3.192704,Old Town,exact
13804,Cousland,55.900971,-3.009125,Portobello/Craigmillar,nearest(0.076611)
13819,St Anthony's Well,55.9505684,-3.1636997,Craigentinny/Duddingston,exact
13822,Grange House,55.977872,-3.202919,Forth,exact
13838,General Register House,55.953707,-3.189293,New Town,exact
13843,Canongate Kilwinning Lodge,55.950722,-3.181482,Canongate,exact
13874,Physicians' Hall,55.953484,-3.195628,New Town,exact
13875,Commercial Bank of Scotland,55.956091,-3.186259,New Town,exact
13876,Giles Street,55.9734,-3.1722,Leith,exact
13877,St Cecilia's Hall,55.948882,-3.186487,Old Town,exact
13901,Drem,56.005296,-2.786212,Outer Scotland,outside
13926,Seton House,55.964993,-2.934857,Portobello/Craigmillar,nearest(0.139504)
13928,Caroline Park,55.9814088,-3.2407715,Forth,exact
13943,Tantallon Castle,56.056393,-2.650491,Outer Scotland,outside
14122,White Hart Inn,55.9474941,-3.1967558,Old Town,exact
14123,Fairmilehead,55.9026375,-3.2069106,Pentlands,exact
14128,King's Stables,55.947146,-3.200557,Old Town,exact
14134,Holly Lodge,55.977674,-3.202945,Forth,exact
14135,Chambers Street,55.9474,-3.1899,Old Town,exact
14136,Edinbrughe,55.949428,-3.192704,Old Town,exact
14158,Edinbrugh,55.949428,-3.192704,Old Town,exact
14248,Waughton,56.010896,-2.707256,Outer Scotland,outside
14251,Edinburghe,55.949428,-3.192704,Old Town,exact
14256,Gogar,55.938563,-3.336052,Almond,exact
14339,Gaiety Theatre,55.948262,-3.187461,Old Town,exact
14436,Gordon Bank,55.87955,-3.112327,Liberton/Gilmerton,nearest(0.018610)
14451,Western Bank,55.953407,-3.194345,New Town,exact
14469,Douglas Crescent,55.949515,-3.221929,Inverleith,exact
14470,Walker Street,55.9496,-3.2137,Inverleith,nearest(0.002459)
14473,Bath Street,55.9538,-3.1124,Portobello/Craigmillar,exact
14553,Burns Street,55.9686,-3.1649,Leith,exact
14583,Melville Castle,55.889252,-3.109614,Liberton/Gilmerton,nearest(0.008956)
14597,County Hotel,55.8950603,-3.0682938,Liberton/Gilmerton,nearest(0.023024)
14871,Edinburgh,55.949428,-3.192704,Old Town,exact
14872,Martyrs' Monument,55.9475111,-3.1927863,Old Town,exact
14873,Queen's Drive,55.9515,-3.1664,Craigentinny/Duddingston,exact
14932,Darnaway Street,55.9546,-3.2067,New Town,exact
14933,Lauriston Place,55.9449,-3.1975,Old Town,nearest(0.001352)
14934,Engineering Works,55.933092,-3.461683,Outer Scotland,outside
15012,Water Street,55.9748,-3.1698,Leith,exact
15043,Dundas Street,55.9576,-3.1995,New Town,exact
15045,Royal Crescent,55.9597,-3.1969,Inverleith,exact
15046,Duncan Street,55.9352,-3.1776,South Central,exact
15076,Gloucester Place,55.9566,-3.2069,New Town,exact
15077,City Bank,55.95537,-2.778585,Outer Scotland,outside
15182,Bothwell Street,55.9602,-3.1702,Leith,exact
15295,Grosvenor Street,55.9469,-3.2174,South West,nearest(0.001636)
15400,Athelstaneford,55.99114,-2.705292,Outer Scotland,outside
15456,Falcon Court,55.9286,-3.2073,South Central,exact
15468,Somerset Place,55.969,-3.1636,Leith,exact
15580,Blackshiels,55.838141,-2.900897,Liberton/Gilmerton,nearest(0.199733)
15583,Newhailes,55.944661,-3.081785,Portobello/Craigmillar,exact
15596,Dreghorn Castle,55.900021,-3.244554,Pentlands,exact
15597,Niddry Castle,55.955091,-3.440249,Outer Scotland,outside
15634,Bridgend,55.926506,-3.16983,South Central,exact
15933,University Club,55.95096,-3.204791,New Town,exact
16027,Old Playhouse Close,55.950862,-3.181887,Canongate,exact
16089,Knowes,55.989616,-2.619474,Outer Scotland,outside
16118,Balmoral Hotel,55.952653,-3.189613,New Town,exact
16153,Lochend Loch,55.961353,-3.1616437,Craigentinny/Duddingston,exact
16154,Pilrig Street,55.9684,-3.1838,Leith,exact
16162,North Charlotte Street,55.953,-3.2073,New Town,exact
16175,Fisher's Tryst,55.848978,-3.200659,Pentlands,nearest(0.034437)
16195,Little Vantage,55.852843,-3.431512,Outer Scotland,outside
16197,Craiglockhart,55.919077,-3.2453571,South West,exact
16264,The Office,55.962561,-3.1712001,Leith,exact
16265,Calder House,55.889602,-3.4847707,Outer Scotland,outside
16280,Young Street,55.9529,-3.2055,New Town,exact
16282,Broughton Place Church,55.959144,-3.187345,Leith,nearest(0.000994)
16294,Gogar,55.938353,-3.33795,Almond,exact
16323,Rutland Street,55.9495,-3.2081,New Town,nearest(0.001186)
16328,Minto House,55.947794,-3.189368,Old Town,exact
16332,Ben Doran,55.933468,-3.1734884,South Central,exact
16334,Black Wood,55.901948,-2.68416,Outer Scotland,outside
16409,The Raeburn,55.957839,-3.212814,Inverleith,exact
16538,Magdalen Asylum,55.938914,-3.22715,South West,exact
16837,Fountainhall,55.898213,-2.920856,Portobello/Craigmillar,nearest(0.161081)
16919,Linlithgow,55.975112,-3.636021,Outer Scotland,outside
16930,Quality Street,55.9643,-3.2743,Almond,exact
17130,Drem,56.007433,-2.780738,Outer Scotland,outside
17131,Longniddry,55.975281,-2.892482,Portobello/Craigmillar,nearest(0.182839)
17180,Morningside Road,55.9252,-3.2095,South Central,exact
17265,Bogside,55.874433,-3.793225,Outer Scotland,outside
17292,India Street,55.9559,-3.2059,New Town,exact
17302,The Montague,55.9421135,-3.1791779,South Central,exact
17386,Stanhope Place,55.945,-3.2267,South West,nearest(0.001666)
17395,Seton House,55.965208,-2.934959,Portobello/Craigmillar,nearest(0.139427)
17411,Garvald,55.930686,-2.653777,Outer Scotland,outside
17423,Beanston,55.97774,-2.722868,Outer Scotland,outside
17424,Trabroun,55.959044,-2.857174,Portobello/Craigmillar,nearest(0.216543)
17444,Newhailes,55.940733,-3.07993,Portobello/Craigmillar,nearest(0.000369)
17448,Newbigging,55.9393,-3.0478,Portobello/Craigmillar,nearest(0.027708)
17456,Castle Steads,55.914251,-3.058459,Portobello/Craigmillar,nearest(0.028011)
17471,Brunstane,55.940965,-3.091336,Portobello/Craigmillar,exact
17544,Hatton House,55.903922,-3.395244,Pentlands,exact
17686,Royal High School,55.963909,-3.2847,Almond,exact
17694,Fountain Court,55.9529277,-3.2049305,New Town,exact
17697,Bread Street,55.9458,-3.2038,Old Town,nearest(0.002709)
17716,Cambridge Street,55.9478,-3.205,New Town,nearest(0.001074)
17731,Queen Margaret College,55.969425,-3.167392,Leith,exact
17770,Dunbar Street,55.9441,-3.2049,South West,nearest(0.001847)
17771,Black Cat,55.9515814,-3.2036294,New Town,exact
17877,Millerhill,55.9130131,-3.0851504,Liberton/Gilmerton,nearest(0.013906)
17878,Joppa,55.9484448,-3.0895401,Portobello/Craigmillar,exact
17882,Mitchell Street,55.9741,-3.1659,Leith,exact
17885,India Place,55.9572,-3.2074,Inverleith,exact
17886,Broughton Street,55.9566,-3.1876,New Town,exact
17900,Doune Terrace,55.9562,-3.2086,Inverleith,exact
17917,Green Street,55.9616,-3.1885,Leith,exact
17921,Hallyards,55.9479337,-3.3993461,Almond,exact
17937,Meuse Lane,55.9531,-3.1926,New Town,exact
17938,Ramsay Garden,55.949251,-3.196619,Old Town,exact
17949,Fountainhall,55.899093,-2.918574,Portobello/Craigmillar,nearest(0.162970)
17957,Cat Nick,55.9461471,-3.1742836,Craigentinny/Duddingston,exact
17959,Gosford House,55.9986,-2.869562,Portobello/Craigmillar,nearest(0.209748)
17967,Woodhall,55.948267,-2.50756,Outer Scotland,outside
